sentence_id	text	class_label	sentiment	subjectivity	word_count
14089	and we be in real trouble on that	No	-0.30000000000000004	0.30000000000000004	8
27087	I believe he will go	No	0.0	0.0	5
26558	third thing I think we need be more forum like this which be one of the reason I have so strongly support campaign finance reform	No	0.3111111111111111	0.41111111111111115	25
7992	and he define that as someone who use bean in place of meat	No	0.0	0.0	13
15901	but when I be in that little church across the river from Washington and see our grandchild christen in our faith I be very pleased indeed that the mother have not abort that child and put the child up for adoption	No	0.23125	0.75	41
22315	there be 9 country that spend more than we do on public education	Yes	0.25	0.2833333333333333	13
3378	as we have see tonight foreign policy and defense policy be difficult and complex issue	No	-0.30833333333333335	0.5083333333333333	15
23151	maybe you think that make sense	No	0.0	0.0	6
7115	we be continue to increase manpower and equipment	Yes	0.0	0.0	8
8056	some of they have be Democrats and some of they have be Republicans	No	0.0	0.0	13
16508	and this be what the Republicans have do to we	No	0.0	0.0	10
20431	I want to develop the coal resource in America	No	0.0	0.0	9
1778	so any   any language to the contrary be simply not accurate	No	-0.20000000000000004	0.6333333333333334	11
18387	I know we be not go to achieve our objective if we send mixed signal to our troop our friend the iraqi citizen	No	0.0	0.175	23
20244	and I also think it be very important to go to the next stage of welfare reform	No	0.26	0.5	17
30106	you look at the Middle East it be a total mess	No	-0.05833333333333333	0.30833333333333335	11
32249	we be go to block grant into Medicaid into the state	No	0.0	0.0	11
8570	first of all I think it be well to put in perspective where we really do stand with regard to the Soviet Union in this whole matter of growth	No	0.21666666666666667	0.3111111111111111	29
1934	well mathematically there be three way that you can cut a deficit	No	0.0	0.0	12
24930	we have a gentleman down in Nicaragua who be on contract to the CIA advise   supposedly on military tactic   the contra	Yes	-0.1277777777777778	0.19444444444444448	21
25531	but this administration time and time again have lose its way in this field	No	0.0	0.0	14
20146	and I be glad we be go in the right direction	No	0.39285714285714285	0.7678571428571428	11
24345	and we be help democracy Ross	No	0.0	0.0	6
6370	and it be great to be with you again	No	0.8	0.75	9
3235	that be one of the problem with this administration be socalle shuttle diplomacy	No	0.0	0.0	13
3143	I think good will on both part hard bargaining by both party and a reasonable compromise will be in the good interest of all party	No	0.3270833333333333	0.5854166666666667	25
28827	and incidentally an excellent   I mean I think our success over the last eight year have not be in spite of diversity but because of it	No	0.246875	0.43854166666666666	26
5835	whenever you get a large rally of 10000 15000 20000 people you be go to have some fringe people	No	0.21428571428571427	0.42857142857142855	19
16894	there be some question about their morality	No	0.0	0.0	7
6632	let I come back in one moment to that but I want to speak for a second if I can to what the president say about fiscal responsibility	No	0.0	0.0	28
13920	everybody say it will create job	No	0.0	0.0	6
19909	it be not be take away from anybody else except we will downsize the Department of Education	No	0.0	0.0	17
2794	in every one of these instance the Ford administration have fail and I hope tonight that I and Mr Ford will have a chance to discuss the reason for those failure	No	-0.4083333333333333	0.29999999999999993	31
6968	and recognize that I call together a group of our fellow citizen to study the issue	Yes	0.0	0.0	16
4229	they be just wait to seize the opportunity	No	0.0	0.0	8
14746	now the question be can we win	No	0.8	0.4	7
24527	like Mr Perot I have hold crack baby in my arm	No	0.0	0.0	11
6023	the same country that be help we try to stop the flow of drug into our country that be kill young Americans	Yes	0.05	0.2625	22
660	I be not go to do that because I think the jury be still out on the soviet experiment	No	0.0	0.0	19
11005	what we be go to give you be a 50 percent tax credit to help provide health care for those that you need	No	0.0	0.0	23
16785	now Governor Carter complain about the deficit that uh   uh   this administration have have	No	0.0	0.0	14
1828	I want to bring the rate down at the same time low deduction and exemption and credit and so forth so we keep get the revenue we need	No	-0.051851851851851864	0.23796296296296296	28
17125	virtually every economic analysis that I have hear of include the distinguished Congressional Budget Office which be respect by I think almost everyone say that even with historically high level of economic growth we will suffer a 263 billion deficit	Yes	0.18666666666666668	0.3133333333333333	40
29989	and one of the thing he be do be to let loose cyber attacker to hack into government file to hack into personal file hack into the Democratic National Committee	Yes	-0.038461538461538464	0.2846153846153846	30
21091	it be a part of the Social Security system	Yes	0.03333333333333333	0.06666666666666667	9
2493	what your plan do be to duplicate what be already the law which say if you be out of health insurance for three month then you can end up get continuous coverage and an insurance company can not deny you if you have   if it be be under 90 day	Yes	0.0	0.0	50
11268	but the Russians I think we can deal with they but they have get to understand that they be face a very firm and determined United States of America that will defend our interest and that of other country in the world	No	-0.1925	0.4475	42
7500	I believe I offer test strong leadership that can calm the water of the troubled world	No	0.07777777777777779	0.8277777777777778	16
1666	but we all know that we have still get a lot of work to do	No	0.0	0.0	15
3683	but there be no doubt that we be not go to be able to do everything that I think need to be do	No	0.5	0.625	23
32972	I want a Supreme Court that do not always side with corporate interest	No	0.0	0.0	13
6525	one of the reason I be such a strong believer in legal reform be so that people be not afraid of produce a product that be necessary for the health of our citizen and then end up getting sue in a court of law	No	0.18666666666666668	0.6666666666666667	44
6221	I do not know how you vote present on some of that	No	0.0	0.0	12
7528	and yet because of the hard work of the american people and good policy this economy be grow	Yes	0.1361111111111111	0.38055555555555554	18
907	well I think we have to go to work on the problem of Third World debt and we have get to assist those Third World country in deal with this massive debt which they currentlywhich they have incur and which be burden they and which if we do not do something about it and assist they along with other nation around the world we will destroy their economy destroy their future	No	-0.075	0.21428571428571427	71
7075	that have the benefit of make sure our employer be not break the law as they try to fill their workforce need	No	0.5	0.8888888888888888	22
671	the ReaganBush administration be right	No	0.2857142857142857	0.5357142857142857	5
26690	so we have   as we say if you want to keep do business and sell your product over here you be go to have to quit pirate our cd and they agree to do thing and verify that they have do it which will make the problem much well	Yes	0.2	0.2	49
33536	she have be outsmart and outplay bad than anybody I have ever see in any government whatsoever	No	-0.6999999999999998	0.6666666666666666	17
33044	you take a look at what be happen to steel and the cost of steel and China dump vast amount of steel all over the United States which essentially be kill our steelworker and our steel company	Yes	0.0	0.65	37
8832	he be talk about that fantastic plan of the Administration to take thousand and thousand of square mile out in the western state	No	0.2	0.45	23
23904	I be 19 or 20 fly off an aircraft carrier and that shape I to be CommanderinChief of the armed force	No	0.8	0.9	21
13956	I just have an honest philosophical difference	No	0.3	0.45	7
18430	first of all we all know that in his state of the union message he tell Congress about nuclear material that do not exist	Yes	0.25	0.3333333333333333	24
24321	we be weak in the world	No	-0.375	0.625	6
5813	and I think Congressman Lewis point be that we have to be careful about how we deal with our supporter	No	-0.1	1.0	20
7502	we can lift our school up	No	0.0	0.0	6
3044	it do not uh   make a determination as to how uh   that relationship should be achieve in relationship to our current uhh   diplomatic recognition and obligation to the Taiwanese Government	No	0.0	0.4	30
18777	and finally we be a party to the convention   to work with Germany France and Great Britain to send their foreign minister into Iran	Yes	0.225	0.625	24
6478	yes we can be safe and secure if we stay on the offense against the terrorist and if we spread freedom and liberty around the world	No	0.45	0.55	26
27755	they look at the fact that we owe em a trillion dollar and owe other people 16 trillion in total include that	Yes	-0.0625	0.5625	22
17756	Mr Reagan as you see tonight   President Reagan take the position it will disappear by magic	No	0.5	1.0	16
23280	I be pledge I will not raise taxis I be give a tax cut to the people earn less than 200000 a year	No	-0.16666666666666666	0.06666666666666667	23
26775	what we need be good strong leadership go in the next century	No	0.37777777777777777	0.4444444444444445	12
12186	and let I tell you exactly why I think that the choice he make to give a tax cut for the oil company and other before address this   I mean if you be the governor of a state that be dead last in health care for family and all of a sudden you find yourself with the big surplus your state have ever have in its history would not you want to maybe use some of it to climb from 50th to say 45 or 40 or something or maybe well	No	-0.05535714285714286	0.3398809523809524	91
5976	we can store and reprocess spend nuclear fuel Senator Obama no problem	No	0.0	0.0	12
29606	I could do that very quickly	No	0.43333333333333335	0.65	6
33178	it be all about the Constitution of   of   and so important the Constitution the way it be mean to be	No	0.04375000000000001	0.84375	20
28331	so I be go to ask the Congress to pass a teacher protection act	No	0.0	0.0	14
11198	General Petraeus have just take over a position of responsibility where he have the command and will really set the tone for the strategy and tactic that be use	No	0.125	0.35	29
25504	and the promise of the revolution be democracy human right free labor union free press	Yes	0.27142857142857146	0.5589285714285714	15
10341	I be a guy who want to help with the experience I have the american people	No	0.0	0.0	16
19979	you have get one parent work for the government the other parent work for the family	No	-0.125	0.375	16
12599	do you know today that the Com the Russians broadcast ten time as many program in Spanish to Latin America as we do	Yes	0.16666666666666666	0.16666666666666666	23
1404	and uh   that would be another factor that I would follow	No	0.0	0.0	11
26612	it will probably happen in the year 2012 or 2015	No	0.0	0.0	10
33174	they be great scholar in all case and they be people of tremendous respect	No	0.5666666666666667	0.875	14
8258	I come out of the democratic party which in this century have produce Woodrow Wilson and Franklin Roosevelt and Harry Truman and which support and sustain these program which I have discuss tonight	No	0.0	0.0	33
14356	I apologize for it but that one get right to the national honor and I be sorry	No	-0.10714285714285715	0.7678571428571428	17
25899	it have 26 separate map they have to sign literally thousand of delineation of who would do what on the West Bank and I believe if the party will get together and in a goodfaith manner make that agreement that they will be able to do it if we can not impose a peace on the Middle East	No	0.25	0.3125	58
27398	first of all the sequester be not something that I have propose	No	0.25	0.3333333333333333	12
10148	wherever possible the   the benefit of have two parent in the home and that be not always possible	No	0.0	1.0	18
29219	how do you bring back   specifically bring back job american manufacturer	No	0.0	0.0	11
23612	religion have be a huge part of my life	No	0.4000000000000001	0.9	9
19544	Americans should not have go there in the first place have we let they defend themselves as they have a right to do under Article 57 of the United Nations charter	Yes	0.26785714285714285	0.43452380952380953	31
350	I would say around 30 percent	No	0.0	0.0	6
34356	we have get to get back to rebuild the middle class the family of America	No	0.0	0.0	15
7584	he point to the fact that I visit Cuba while Mr Batista be in power there	No	0.0	0.0	16
21150	I believe that   I believe they have move that sign the buck stop here from the Oval Office desk to the buck stop here on the Lincoln bedroom	No	0.0	0.0	28
14308	I think we be make progress here	No	0.0	0.0	7
1673	be we go to double on topdown economic policy that help to get we into this mess or do we embrace a new economic patriotism that say America do good when the middle class do well	No	0.1516233766233766	0.2327922077922078	36
2181	it be call premium support but it be understand to be a voucher program	No	0.0	0.0	14
9900	and what I have also say be for young people who come here bring here often time by their parent	No	0.1	0.4	20
719	two question how do you deter nuclear attack without modernize our nuclear force when the Soviets be modernize and how come you spendwille to spend a dime on something that you consider a fantasy and a fraud	No	0.0	0.0	37
1748	and so the question be how to get they go again	No	0.0	0.0	11
21097	I want to get a well rate of return for your own money than the paltry 2 that the current Social Security Trust get today	No	0.2111111111111111	0.4888888888888889	25
6110	if you do not have health insurance or you want to buy into a group plan you will be able to buy into the plan that I just describe	No	0.5	0.625	29
27257	we be all focus on China	No	0.0	0.0	6
18732	and I think this will work	No	0.0	0.0	6
5668	that be not the way we cut   we will cut out all the pork	No	0.0	0.0	14
12077	but I think that we   I think we have to start with well parenting	No	0.0	0.0	14
30177	but nobody call Sean hannity	Yes	0.0	0.0	5
17532	net farm income be off 50 percent in the last 3 year and every farmer know it	Yes	0.0	0.03333333333333333	17
18155	what message do that send to our ally	No	0.0	0.0	8
8306	secondly my objection to present farm policy be that there be no effective control to bring supply and demand into well balance	No	-0.09999999999999999	0.26666666666666666	22
26693	I be proud that we be well off on that than we be four year ago	No	0.8	1.0	16
22158	we may differ about what the element of that be	No	0.0	0.0	10
12467	I would like to unite this country to get an agenda do that will speak to the hope and aspiration of the future	No	0.0	0.125	23
26708	and when it come to public ethic he have a responsibility	No	0.0	0.06666666666666667	11
6082	we   we need to have   we need to have employer reward employee who join health club and practice wellness and fitness	No	0.0	0.0	21
10223	a half a million manufacturing job have be lose in the last four year	Yes	-0.08333333333333333	0.11666666666666667	14
17904	when we terminate 400000 desperate hopeless defenseless Americans who be on disability   confused and unable to defend themselves and just lay they out on the street as we do for 4 year I do not think that be what America be all about	Yes	-0.475	0.75	43
11287	if Iran acquire nuclear weapon all the other country will acquire they too	No	-0.125	0.375	13
10119	most recently out in Aurora	No	0.25	0.375	5
16188	can you add five second Bernie out of fairness	No	0.0	0.0	9
26848	because you be go to decide whether we be go to balance the budget now but protect Medicare Medicaid education and the environment	No	0.0	0.0	23
8383	name	No	0.0	0.0	1
12271	but it start with work in a collaborative effort with state and local folk	Yes	0.0	0.0	14
16855	it be to make sure that everybody pay taxis on the income that they earn and make sure that you take whatever saving there be from the high income level and give it to the low and middleincome family	No	0.29	0.6544444444444444	39
744	and yet after sit through meeting after meet he endorse that decision endorse the sale of arm to the Ayatollah in exchange for hostage one of the most tragic one of the most mistaken foreign policy decision we have ever make in this country and I dare say encourage other to take hostage as we now know	Yes	0.0	0.45	57
32808	but she be lie about a lot of thing	Yes	0.0	0.0	9
21849	so I want to keep the quality of health care	No	0.0	0.0	10
6851	in the Senate we pass the right of Americans to import drug from Canada	Yes	0.2857142857142857	0.5357142857142857	14
14819	I be a father of son I have a grandson	No	0.0	0.0	10
25117	we be there for the well part of a year	No	0.0	0.0	10
22321	it be as good as any private school in the country	No	0.35	0.48750000000000004	11
21193	but he be not in the Senate with Senator Feingold	Yes	0.0	0.0	10
11996	I think   in the last few year I think have be unfortunate	No	-0.2333333333333333	0.3888888888888889	12
22668	that be the kind of mindset that say sanction be work	No	0.6	0.9	11
19396	they know the democratic party will not do it	No	0.0	0.0	9
1335	and in those two case I would favor they	No	0.0	0.0	9
30175	he say you use to have fight with I because Sean be in favor of the war	Yes	0.0	0.0	17
1739	middle income Americans have see their income come down by 4300	Yes	-0.07777777777777779	0.14444444444444446	11
28781	what I care about be could we work together	No	0.0	0.0	9
26026	it will probably have to be do by a commission	No	0.0	0.0	10
32794	and I will be a president that will turn our inner city around and will give strength to people and will give economic to people and will bring job back	No	0.06666666666666667	0.12222222222222223	30
22957	the when I can not tell you	No	0.0	0.0	7
18427	and I try not to	No	0.0	0.0	5
12673	and when we be strong and when we be first then freedom gain then the prospect for peace increase then the prospect for our society gain	No	0.3416666666666667	0.5333333333333333	26
23764	and I ask you for the privilege of lead our nation to be strong at home and respect again in the world	No	0.4333333333333333	0.7333333333333333	22
1455	with all due respect to President Ford I think he ought to be ashamed of mention that statement because we have the high unemployment rate now than we have at any time between the Great Depression cause by Herbert Hoover and the time President Ford take office	Yes	0.2783333333333334	0.555	47
12683	we have five treaty with Latin America include the one set up the Organization of American States in Bogota in 1948 in which we have agree not to intervene in the internal affair of any other american country   and they as well have agree to do likewise	Yes	-0.03125	0.09375	47
5821	I do think that he inappropriately draw a comparison between what be happen there and what have happen during the civil right movement and we immediately put out a statement say that we do not think that comparison be appropriate	No	0.39285714285714285	0.5178571428571428	40
21675	and very simply in the inner city they be starve   you see small business be the way to jump start the inner city not	No	-0.0625	0.2994047619047619	24
29141	you see that their small car division leave	Yes	-0.25	0.4	8
14715	that be my commitment to you	No	0.0	0.0	6
9861	and let I step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question	No	0.03125	0.15625	26
7937	we do not know what the future be go to bring	No	0.0	0.125	11
23854	that be because we believe in invest in education and in job	No	0.0	0.0	12
27251	number two we be go to increase our trade	No	0.0	0.0	9
28847	be you for it without quota	No	0.0	0.0	6
13836	if you have a heart problem you do not wait till a heart attack to address it	No	0.0	0.0	17
20130	when I be President of the United States we be go to have a governor council and we be go to work directly with the governor to get power back to the people and back to the state	No	0.03333333333333333	0.13333333333333333	38
12116	it empower people it trust people it make   and it be a practical way to encourage people to purchase health care insurance	No	0.0	0.0	22
28271	and the consequence be that federal portion or federal money will go to the parent so the parent can go to a tutoring program or another public school or another private school	Yes	0.0	0.22083333333333333	32
26207	now all you get that tax cut congratulation	No	0.0	0.0	8
30132	and believe I you be the one that take out the troop	Yes	0.0	0.0	12
7271	but I will never fail to protect the United States of America	No	0.25	0.29999999999999993	12
27874	because the private sector be not go to invest in a	No	0.0	0.375	11
25524	what explain this administration cozye up to the argentine dictator after they take over	No	0.0	0.0	14
404	let be talk about housing which the question be	No	0.0	0.0	9
6806	it make a lot of sense	No	0.0	0.0	6
14433	and I can not let that stand because it be not true	No	-0.175	0.65	12
19416	I think we all do	No	0.0	0.0	5
28042	one of the good in advance all kind of benefit for child to grow up healthy and strong	Yes	0.5583333333333332	0.6833333333333333	18
27244	and when it come to our economy here at home I know what it take to create 12 million new job and rise takehome pay	No	0.13636363636363635	0.45454545454545453	25
5822	and in fact afterwards Congressman Lewis put out a similar statement say that he have probably go over the line	Yes	0.0	0.4	20
26912	our heart and   and mind go out to they	No	0.0	0.0	9
7746	every time the United States have be an one side and they have be on the other side our position have be sustain	Yes	-0.125	0.375	23
3625	I want to double the dividend from 3500 to 7000 for every dependent child in America	No	0.0	0.0	16
2627	when it come to make college affordable whether it be twoyear or fouryear one of the thing that I do as president be we be send 60 billion to bank and lender as middleman for the student loan program even though the loan be guarantee	Yes	0.0	0.0	45
34350	I take that very seriously because I do think it be one of the issue we have get to come to grip with	No	-0.43333333333333335	0.8666666666666667	23
13752	and if they can not do it if the Congress can not do it let they then have to do it across the board	No	0.0	0.0	24
25108	no Morton I do not agree to all of those thing	No	0.0	0.0	11
5913	that be what he be do when it come to for example pass the landmark 1994 crime bill the Violence against Women be Act	Yes	0.0	0.0	24
967	with decent and affordable healthcare for all work family	No	0.16666666666666666	0.6666666666666666	9
12076	and if I be elect president I will do something about that	No	0.8	0.9	12
12565	we must have a great goal	No	0.8	0.75	6
13678	let I remind you it be a democratic tax increase and I do not want to do it and I go along with it	Yes	0.0	0.0	24
22137	see for 45 year we be preoccupy with the Red Army	Yes	0.0	0.0	11
9317	but that be not what you have do in the last four year	No	0.0	0.06666666666666667	13
13679	and I say I make a mistake	No	0.0	0.0	7
5538	you be go to put he in a high tax bracket which be go to increase his taxis which be go to cause he not to be able to employ people which Joe be try to realize the american dream	No	0.22	0.38833333333333336	40
32209	look we be in a situation in our country where if we be to start all over again we might come up with a different system	No	0.0	0.6	26
12967	that be more than we have offer to all of Africa before from the federal government	Yes	0.5	0.5	16
17211	and on that basis and that basis alone we make a decision on every issue	No	0.0	0.0	15
2912	we have see uh   in the past the destruction of elect government like in Chile and the strong support of military dictatorship there	Yes	0.22083333333333335	0.49583333333333335	23
6774	what be an article of faith for I be not something that I can legislate on somebody who do not share that article of faith	No	0.0	0.0	25
28061	and this particular bill it allow patient to choose a doctor their own doctor if they want to	Yes	0.3833333333333333	0.6666666666666666	18
32432	and the reason they blame Russia because they think they be try to tarnish I with Russia	No	0.0	0.0	17
29403	she be go to raise taxis 13 trillion	Yes	0.0	0.0	8
1008	I do not think that uh   America can go on a big spending spree with a whole lot of new program uh   that would add significantly to the federal budget	No	0.1778409090909091	0.45738636363636365	30
21405	the american people ask I to get into it	No	0.0	0.0	9
19350	that be why I reach out to the Perot voter	No	0.0	0.0	10
18292	some people do not like the fact that I stand up to say no but I do	No	0.0	0.0	17
3773	we have to obviously cut spending	No	0.0	0.5	6
32404	we have never in the history of our country be in a situation where an adversary a foreign power be work so hard to influence the outcome of the election	Yes	-0.20833333333333334	0.3333333333333333	30
18815	we be the lead donor in the world to help the suffer people there	Yes	0.0	0.0	14
34073	you know President Obama say the other day when you be whine before the game be even finish	No	-0.2625	0.3875	18
18597	I reject this notion   and I be suggest my opponent be not   I reject the notion that some say that if you be muslim you can not free you do not desire freedom	No	-0.2	0.8	33
5852	and what be important be make sure that we disagree without be disagreeable	No	0.45	0.9444444444444444	13
15359	obviously no President want war and I certainly do not believe that Governor Reagan if he be President would want war but a President in the Oval Office have to make a judgment on almost a daily basis about how to exercise the enormous power of our country for peace through diplomacy or in a careless way in a belligerent attitude which have exemplify his attitude in the past	No	-0.14285714285714285	0.5202380952380953	69
10868	we can move forward and clean up our climate and develop green technology and alternate   alternative energy for   for hybrid for hydrogen for batterypowere car so that we can clean up our environment and at the same time get our economy go by create million of job	No	0.10666666666666669	0.36500000000000005	47
8663	but I want to answer as specifically as I can the question that you have just put to I	No	0.0	0.0	19
13740	the people who have job and education and opportunity that do not have they 10 year ago do not think it be irrelevant at all they think it be highly relevant and they wish the rest of the country have they	No	-0.04999999999999999	0.95	41
22566	so I complain about that	No	0.0	0.0	5
20997	but it be not good enough	No	-0.175	0.55	6
29165	of course we be 5 percent of the world be population we have to trade with the other 95 percent	No	-0.125	0.375	20
9076	do you think that our political institution be work the way they should when literally only half of our citizen vote	Yes	-0.05555555555555555	0.4222222222222223	21
19490	and this be a safe country	No	0.5	0.5	6
12572	Mr Howe Mr Vice President	No	0.0	0.0	5
22145	I will close on this point	No	0.0	0.0	6
24987	and I think that perhaps we establish a little well understanding	No	-0.1875	0.5	11
7695	everyone who do business with the government should have the opportunity to make sure that they do not practice discrimination in their hiring	No	0.5	0.8888888888888888	23
33501	I find that just absolutely	No	0.2	0.9	5
25989	nobody should smoke young or old but particularly young people should not smoke but my record be there	No	0.10000000000000002	0.3333333333333333	18
9280	but what we do not need be to have the president keep we from take advantage of oil coal and gas	No	0.0	0.0	21
17010	we need a president who can go in   who derive his strength from the people	No	0.0	0.0	15
25611	when you make that judgment you be decide not only the future of our nation in a very profound respect you be decide the future of the world	No	0.027083333333333334	0.5625	28
