tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	hashtags_frequency	hashtags_sentiment	hashtags_topics
17855	Ahora, el senador Obama no mencionó que, junto con sus recortes de impuestos, también está proponiendo unos 800.000 millones de dólares en nuevos gastos en nuevos programas.	Yes	138			100+	0	0.0	0
11809	Perdió 1,6 millones, señoras y señores.	Yes	44			41-50	0	0.0	0
20866	Hay que mirar nuestro historial.	No	33			31-40	0	0.0	0
13560	El mandatario dijo que el gobierno puede prestar el servicio a menor costo y sin fines de lucro.	No	98			91-100	0	0.0	0
18053	Sugiero que si Formosa es atacada o los Pescadores, o si hay alguna acción militar en cualquier área que indique un ataque contra Formosa y los Pescadores, entonces, por supuesto, los Estados Unidos están en guerra para defender su tratado.	No	226			100+	0	0.0	0
12508	Y, de hecho, se puede ver la propaganda en muchos de los sitios terroristas, y lo que Donald Trump dice sobre los musulmanes se usa para reclutar combatientes, porque quieren crear una guerra entre nosotros.	Yes	194			100+	0	0.0	0
12236	La razón por la que traigo esto a colación es porque ha propuesto 2,2 billones de dólares en nuevos gastos, y dice que va a gravar a los ricos para cerrar la brecha fiscal.	Yes	143			100+	0	0.0	0
6689	E implicaría una prueba religiosa por primera vez en la vida estadounidense.	Yes	74			71-80	0	0.0	0
841	Sería bastante difícil cubrirlos en ocho minutos y medio en dos minutos y medio.	No	83			81-90	0	0.0	0
6702	Me he reunido con más de ochocientas veces sobre asuntos que afectan no sólo a la seguridad interna de los Estados Unidos, sino también como miembro del Comité de Relaciones Exteriores del Senado.	No	189			100+	0	0.0	0
11581	Pero déjame decirte.	No	25			21-30	0	0.0	0
8606	Y luego nos dimos cuenta de que había más de uno con el mismo número de serie.	No	78			71-80	0	0.0	0
12573	Ahora, lo que he hecho a lo largo de esta campaña es proponer un recorte neto del gasto.	Yes	80			71-80	0	0.0	0
19320	Y creo que este es un veredicto final sobre las políticas económicas fallidas de los últimos ocho años, fuertemente promovidas por el presidente Bush y apoyadas por el senador McCain, que esencialmente decían que deberíamos eliminar las regulaciones, las protecciones al consumidor, dejar que el mercado se descontrole y la prosperidad lloverá sobre todos nosotros.	Yes	318			100+	0	0.0	0
3869	Como presidente de los Estados Unidos, quiero asegurarles que tengo un bolígrafo.	No	74			71-80	0	0.0	0
22223	Así que le doy la bienvenida a ese desafío, y solo miren...	No	48			41-50	0	0.0	0
17720	Si se trataba o no de un entendimiento claro de cuál sería la misión.	No	76			71-80	0	0.0	0
108	No se le está quitando a nadie más, excepto que reduciremos el tamaño del Departamento de Educación.	No	97			91-100	0	0.0	0
8086	Conozco a muchos de ellos que no están funcionando.	No	41			41-50	0	0.0	0
9821	Cuando una persona está en una lista de vigilancia o en una lista de exclusión aérea, y tengo el respaldo de la NRA, de lo que estoy muy orgulloso.	No	116			100+	0	0.0	0
6727	Amigos míos, ¿necesitamos gastar esa cantidad de dinero?	No	53			51-60	0	0.0	0
8195	Y si el Sr. Carter alega que Su Santidad al firmar eso lo ha hecho, es totalmente inexacto.	No	100			91-100	0	0.0	0
19353	Recibí una carta hoy al salir de Sarasota, Florida.	No	51			51-60	0	0.0	0
21531	Pero Estados Unidos no puede quedarse de brazos cruzados.	No	29			21-30	0	0.0	0
6530	Y, por lo tanto, quiero reconstruir el poder militar.	No	51			51-60	0	0.0	0
4398	Había once dictadores cuando llegamos al poder en 1953 en América Latina.	Yes	77			71-80	0	0.0	0
19748	Si invertimos en una política energética seria, eso ahorrará la cantidad de dinero que estamos pidiendo prestado a China para enviar a Arabia Saudita.	No	132			100+	0	0.0	0
17179	Ahora, las matemáticas no funcionan, pero sigue afirmando que lo va a hacer.	Yes	81			81-90	0	0.0	0
22333	Estados Unidos ganó al continuar con la dignidad, la decencia que nos ha caracterizado y es eso lo que mantiene el prestigio de Estados Unidos, no atropellando a Estados Unidos de la manera en que el senador Kennedy lo ha estado atropellando.	No	210			100+	0	0.0	0
11805	Ahora bien, sugerir que el hecho de que dos presidentes republicanos intentaron aprobar el tratado SALT -eso los pone de su lado-, me gustaría decir que el Presidente Ford, que estaba a un 90 % de un tratado con el que podíamos estar de acuerdo cuando dejó el cargo, está enfáticamente en contra de este tratado SALT.	Yes	287			100+	0	0.0	0
3439	Vivo en un estado donde el crecimiento del empleo en el sector manufacturero ha superado con creces al de la nación en los últimos años, donde hemos creado más empleos en el sector privado desde que Bush es presidente que los que se han creado en todo el resto del país, donde el secretario de Trabajo de Bush dijo que el crecimiento del empleo ha sido enorme.	Yes	308			100+	0	0.0	0
1070	Asumieron que la tasa de inflación se debía a una demanda excesiva y, por lo tanto, impusieron una fuerte restricción a la economía, tasas de interés muy altas, lo cual es típico también de la administración republicana, trataron de aumentar los pagos de impuestos por parte de los individuos y redujeron los pagos de impuestos por parte de las corporaciones.	Yes	322			100+	0	0.0	0
18064	Yo voté a favor de esa propuesta y la apoyé firmemente, porque creo que eso proporcionó asistencia a nuestros maestros para sus salarios sin ninguna posibilidad de control federal y es en esa votación que el Sr. Nixon y yo no estuvimos de acuerdo, y su voto de empate derrotó a su ruptura del empate derrotó la propuesta.	Yes	312			100+	0	0.0	0
10393	Mi esposa, Michelle, está allí y podría darte una lista mucho más larga que yo.	No	82			81-90	0	0.0	0
12201	¿Tendremos igualdad de oportunidades?	No	31			31-40	0	0.0	0
6719	Si tuviera que hacerlo de nuevo, podría responder un poco mejor a las preguntas.	No	74			71-80	0	0.0	0
12036	Jane, hay muchas maneras de ser competitivo.	No	50			41-50	0	0.0	0
13360	Se ha intentado durante 12 años y ha fracasado.	Yes	45			41-50	0	0.0	0
10853	A lo largo de 20 años en el Senado de los Estados Unidos, he trabajado con John McCain, que está sentado aquí, he trabajado con otros colegas.	No	129			100+	0	0.0	0
4835	"Y ella me dijo: 'Sabes, al finalmente atrapar a Bin Laden, eso me dio un cierre'""."	No	95			91-100	0	0.0	0
2334	Pero me aprovecho de las leyes de la nación porque estoy dirigiendo una empresa.	No	77			71-80	0	0.0	0
14614	Se deshizo de un déspota que había matado a estadounidenses y, como consecuencia, a pesar de esta tragedia, decenas de miles de libios después de los acontecimientos de Bengasi marcharon y dijeron que Estados Unidos es nuestro amigo.	Yes	199			100+	0	0.0	0
17027	Creo que el asunto está resuelto de una vez por todos.	No	47			41-50	0	0.0	0
18388	Perforaremos más pozos de petróleo y gas este año que en cualquier otro año de la historia.	No	72			71-80	0	0.0	0
15617	Eso es lo que es.	No	19			11-20	0	0.0	0
14705	Y si se hacen los cálculos, esas personas que tienen beneficios de salud basados en el empleador, si se les pone el impuesto y se les da lo que sobra y se les agrega $5,000 que van a recibir como un crédito fiscal reembolsable, hagan los cálculos, el 95 por ciento del pueblo estadounidense tendrá más fondos para salir y comprar el seguro de su elección y para comparar precios y obtener.todas esas personas lo harán estar cubiertos, excepto para aquellos que tienen estos tipos de pólizas de Cadillac chapadas en oro.	Yes	468			100+	0	0.0	0
2397	Ese es el plan para la victoria.	No	28			21-30	0	0.0	0
20026	Esta ha sido probablemente la mayor noticia que se ha contado en el transcurso de esta campaña.	No	95			91-100	0	0.0	0
574	Porque esto no es solo un problema de salud, es un problema económico para las mujeres.	No	81			81-90	0	0.0	0
13536	De hecho, Mitch McConnell tenía un plan de salario mínimo que yo apoyaba y que habría aumentado el salario mínimo.	No	112			100+	0	0.0	0
10861	Queremos trabajar con ellos y construir una nueva relación, y ellos con nosotros.	No	75			71-80	0	0.0	0
16645	Por ejemplo, si los países árabes volvieran a declarar un embargo petrolero contra nuestra nación, yo consideraría que no se trata de una declaración de guerra militar sino económica, y respondería de inmediato y de la misma manera.	No	209			100+	0	0.0	0
1512	En primer lugar, tenemos que reducir la deuda para bajar las tasas de interés para que la economía crezca y la gente tenga empleo.	No	129			100+	0	0.0	0
3255	¿Se protegerá el derecho de la mujer a elegir?	No	44			41-50	0	0.0	0
9959	Por lo tanto, tenemos que priorizar tanto nuestro lado del gasto como nuestras políticas fiscales para asegurarnos de que funcionen para usted.	No	117			100+	0	0.0	0
3195	Estamos protegiendo a la gente, tienen que pagar.	No	47			41-50	0	0.0	0
12602	Por lo tanto, el problema no es que se cobren muy pocos impuestos a los trabajadores o que a la persona que trabaja, a la mujer que trabaja en alguna fábrica, se les cobren muy pocos impuestos.	No	157			100+	0	0.0	0
8874	Tiende a distorsionar en varias ocasiones.	No	45			41-50	0	0.0	0
17893	Creo que el carácter es una cuestión muy importante.	No	47			41-50	0	0.0	0
17299	Y en el secretismo que ha rodeado nuestra política exterior en los últimos años, el pueblo estadounidense, el Congreso, han sido excluidos.	No	138			100+	0	0.0	0
17568	Sé que lo haces.	No	17			11-20	0	0.0	0
19549	Cambiamos muchas de las disposiciones de mi autoría, que cubren las condiciones preexistentes, la portabilidad y hay otras cosas que podemos hacer.	Yes	121			100+	0	0.0	0
1559	Se ha hecho referencia a piezas de repuesto caras, martillos que cuestan 500 dólares.	No	74			71-80	0	0.0	0
12115	No vas a tener las oportunidades; va a haber más déficits, más drogas, más delincuencia y menos confianza en el pueblo estadounidense.	No	150			100+	0	0.0	0
18482	Mi punto de vista es el mismo que el suyo.	No	32			31-40	0	0.0	0
6031	Ahora el 60 por ciento va a los países árabes, y esto no incluye a Irán.	Yes	74			71-80	0	0.0	0
453	Un mensaje simplemente no lo hará.	No	27			21-30	0	0.0	0
3313	Así que si tienes 60 años o alrededor de 60 años o más, no necesitas escuchar más.	No	78			71-80	0	0.0	0
3353	Proporcionar financiación a universidades y think tanks es genial.	No	59			51-60	0	0.0	0
18856	Estoy, ya sabes, es muy interesante.	No	41			41-50	0	0.0	0
18404	No en un año electoral, señor.	No	31			31-40	0	0.0	0
14320	Y yo sugeriría que el Congreso debería llevar a cabo una investigación de este tipo.	No	68			61-70	0	0.0	0
6744	Pero tú estuviste allí cuando sacaste a todo el mundo de Mosul y de Irak.	Yes	72			71-80	0	0.0	0
13905	Fue una situación horrible, a nadie le gustaba verlo en nuestras pantallas de televisión, pero es un caso en el que tenemos que asegurarnos de que tenemos un sistema de alerta temprana en lugares donde podría haber limpieza étnica y genocidio como lo vimos allí en Ruanda.	Yes	252			100+	0	0.0	0
18834	No hemos hecho el progreso que necesitamos para que la gente vuelva a trabajar.	No	73			71-80	0	0.0	0
11560	Dije que la parte de E-Verify de la ley de Arizona, que es.que es la parte de la ley que dice que los empleadores podrían determinar si alguien está aquí ilegalmente o no, que era un modelo para la nación.	No	241			100+	0	0.0	0
13612	Así que sé cómo trabajar realmente para conseguir nuevos puestos de trabajo y para conseguir exportaciones que ayuden a crear más nuevos puestos de trabajo.	No	100			91-100	0	0.0	0
8068	No digo que yo haya tomado las decisiones.	No	44			41-50	0	0.0	0
1473	He dedicado en el presupuesto que he propuesto, como dije la semana pasada, más del doble de lo que ha propuesto el gobernador.	Yes	118			100+	0	0.0	0
1519	Porque el TLCAN, firmado por su esposo, es quizás el mayor acuerdo comercial desastroso en la historia del mundo.	Yes	112			100+	0	0.0	0
22366	Y la gente tiene que decidir.	No	26			21-30	0	0.0	0
21391	Me doy cuenta de que el Gobernador no mencionó ninguna prueba.	No	55			51-60	0	0.0	0
13917	Se trata de un hombre cuyo plan excluye a 50 millones de estadounidenses.	Yes	55			51-60	0	0.0	0
7674	Este presidente le ha dado la espalda al bienestar de Estados Unidos.	No	62			61-70	0	0.0	0
3194	No creo que nadie crea realmente que eres una persona que va a impulsar el petróleo, el gas y el carbón.	No	109			100+	0	0.0	0
17129	Eso era lo correcto, detener el genocidio y preservar lo que era necesario dentro de Europa.	No	103			100+	0	0.0	0
10349	Sugirió que aprobáramos un proyecto de ley de ayuda a la educación.	No	46			41-50	0	0.0	0
14817	Incluso te lo damos.	No	26			21-30	0	0.0	0
14288	Este año, Ford no aprobará más del 26 por ciento de todas las propuestas legislativas que presenta.	No	103			100+	0	0.0	0
22332	Es tres veces más grande de lo que propuso el presidente Clinton.	Yes	61			61-70	0	0.0	0
17451	Y somos más respetados por la forma en que nos hemos comportado.	No	72			71-80	0	0.0	0
15166	Puedes mirarme.	No	19			11-20	0	0.0	0
14784	Obtuvimos un aumento de impuestos de 265 mil millones de dólares.	Yes	42			41-50	0	0.0	0
21517	Pero es mala, mala experiencia.	No	31			31-40	0	0.0	0
38	Haces muchas cosas que nadie conoce.	No	42			41-50	0	0.0	0
4541	Hay un suministro abundante de carbón en Estados Unidos.	No	47			41-50	0	0.0	0
4799	Pero así es como vamos a ganar la paz, entrenando rápidamente a los propios iraquíes.	No	89			81-90	0	0.0	0
14929	Esta es la primera vez que los Estados Unidos de América han tenido un recorte de impuestos cuando estamos en guerra.	Yes	93			91-100	0	0.0	0
2119	Liberal, conservador, ponle la etiqueta que quieras.	No	63			61-70	0	0.0	0
12125	Y creo que el gobierno federal podría estar en una posición en la que ofreceríamos y proporcionaríamos eso.	No	96			91-100	0	0.0	0
2283	Es por eso que la mayoría de los expertos dicen que este esquema fiscal hará un enorme agujero en el déficit, elevará las tasas de interés y debilitará la economía y eso eliminará todos los beneficios de la reducción de impuestos con una economía más débil.	Yes	211			100+	0	0.0	0
22453	Puede suceder en Estados Unidos con el tipo correcto de liderazgo.	Yes	59			51-60	0	0.0	0
1251	Todo lo que el presidente necesita para mantener su veto a cualquier proyecto de ley es un tercio más uno en la Cámara de Representantes o en el Senado.	Yes	112			100+	0	0.0	0
7168	Y he sido un administrador cuidadoso del dinero de sus impuestos.	No	52			51-60	0	0.0	0
6951	Tenemos muchas diferencias en nuestro país, y algunos de nosotros creemos que las decisiones de otras personas son incorrectas, incluso inmorales.	No	124			100+	0	0.0	0
7853	Ahora, de lo que no hemos hablado es del plan del senador McCain.	No	61			61-70	0	0.0	0
13098	Y es el número más grande de la historia este año y romperán el récord el próximo año y todos los años durante diez años consecutivos.	Yes	119			100+	0	0.0	0
11727	Me interesan 240 millones de puntos de luz.	No	46			41-50	0	0.0	0
