tweet_id	tweet_text	class_label	hashtags	mentions	sentiment_category	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
1217080006356230145	Las políticas neoliberales han condenado al Campo de Gibraltar a cifras paro del 27% llegando el 70% entre jóvenes. El acuerdo #Brexit no puede dejar atrás sus 13.000 trabajadoras y trabajadores transfronterizos. @<USER> en pleno Parlamento Europeo	Yes	['Brexit']	['sirarego']	very_negative	41-50	1	1	0.0	3
1218550250807472128	El chiringuito de derechos civiles gasta 200.000 en propaganda.	Yes	[]	[]	very_negative	0-10	1	0	0.0	4
1227205768849633280	Rueda de prensa la ministra @<USER> y portavoz del Gobierno María Jesús Montero vicepresidenta tercera Nadia Calviño para informar sobre los acuerdos #CMin. En #directo a partir las 13:00h.	No	['CMin.', 'directo']	['Haciendagob', '_minecogob,']	negative	41-50	0	2	0.0	0
1168972668093325313	? Demoledor: 2.212 parados más en Castilla la Mancha. Claramente las actuales políticas de creación empleo son un fracaso. @<USER> presentará una serie medidas para revertir situación. Por fin se hará #PolíticaUtil verdad #CastillaLaMancha.	Yes	['PolíticaUtil', 'CastillaLaMancha.']	['Cs_CLM']	negative	31-40	1	2	0.0	3
1190549084253442050	Más País-Chunta mintiendo a sus votantes. El último escaño en Zaragoza no se lo llevó Vox sino el PSOE por los pelos sobre Cs. sacó 20.000 votos + de necesarios. Votar Chunta pone riesgo 1er UP y 3ero beneficio Cs	Yes	[]	[]	very_negative	51-60	1	0	0.0	2
1220339721836036097	Somos una región rica porque apreciamos la diversidad. A nadie que viene a Madrid le preguntamos de dónde sino qué quiere hacer para conseguir sus sueños. ¡Feliz #AñoNuevoChino toda comunidad china! #AñodelaRata #ChineseNewYear	No	['AñoNuevoChino', 'AñodelaRata', 'ChineseNewYear']	[]	negative	31-40	0	3	0.0	1
1188475040343515136	Cientos de miles españoles defienden en Barcelona la unidad España... @<USER> con los jóvenes; PP y Cs el PSOE	No	[]	['vox_es,']	negative	21-30	0	0	0.0	0
1219252408225759232	El Pin Parental en un minuto.	No	[]	[]	negative	0-10	0	0	0.0	2
1171160052218155009	Mañana martes a partir de las 8:50h @<USER> interviene en . Síguelo directo	No	[]	['Yolanda_Diaz_', 'Desayunos_tve.']	positive	11-20	0	0	0.0	0
1176152280950824962	8:00 Registros de la Guardia Civil en el Valls 9:00 Primeras detenciones 10:00 Comunicado hablando presunto material 12:00 Tertulianos hablan terrorismo 13:00 C's habla explosivos 20:00 Llegas a casa y Telediario ya ETA Así funciona.	No	[]	[]	negative	41-50	0	0	0.0	2
1219670158316273665	@<USER> deposita la corona de flores delegación eurodiputados españoles en Auschwitz el 75 aniversario liberación del campo exterminio. Ni un solo representante izquierda pleno auge antisemitismo Europa.	Yes	[]	['hermanntertsch']	negative	41-50	1	0	0.0	1
1219644002074578944	Por justicia climática entre territorios y generaciones. el futuro. responsabilidad porque las instituciones deben liderar los cambios en la sociedad. El #CMin declara #EmergenciaClimática como muestra de su compromiso con este desafío que debemos abordar todos.	No	['CMin', 'EmergenciaClimática']	[]	negative	41-50	0	2	0.0	1
1194611461177393152	Más de 7.800 niños niñas y adolescentes cruzaron el Estrecho Gibraltar en 2018. @<USER> ha premiado a por su trabajo favor esa infancia migrante refugiada. #PremiosSave	Yes	['PremiosSave']	['SaveChildrenEs', 'salvamentogob']	very_positive	31-40	1	1	0.0	3
1141268019055927296	La mafia del 3% vuelve a ser noticia en Cataluña. El juez ha imputado 15 empresas por el pago de comisiones CDC cambio dedazos los contratos obras o servicios públicos. Luego tienen la cara dura decir que España nos roba cuando quienes roban son ellos.	Yes	[]	[]	positive	51-60	1	0	0.0	3
1221395656876724225	La patada de Pedro Sánchez a #Andalucía. El presidente del Gobierno España se niega pagarnos los 537 millones euros que son todos andaluces. Extracto la entrevista publicada hoy en @<USER>	Yes	['Andalucía.']	[]	negative	31-40	1	1	0.0	0
1225696824972853250	Entrando en @<USER> !	No	[]	['esRadio']	negative	0-10	0	0	0.0	1
1165290203587764224	Sobre los Puntos Violetas el portavoz de @<USER> recuerda que para atender denuncias y mantener orden ya está la Policía Municipal Nacional no un chiringuito subvencionado con 12.000 euros.	Yes	[]	['Vox_Alcorcon,', 'PedroMorenoGmz,']	very_negative	31-40	1	0	0.0	0
1226887005801533446	Hoy hemos registrado en el @<USER> la Ley de Muerte Digna. "Es un paso previo a Eutanasia y asegura libertad decisión del enfermo estando informado con plenas garantías" #GobiernoARV	No	['GobiernoARV']	['Congreso', 'BalEdmundo']	negative	31-40	0	1	0.0	0
1171167460671856640	Un nigeriano de 28 años (aun no sabemos si ilegal o no) es detenido tras intentar raptar a una niña 11 en un parque Getafe. Dicen la prensa que se desconocen las intenciones del sujeto. Por cierto ¡Qué montón hechos aislados!	Yes	[]	[]	very_negative	41-50	1	0	0.0	2
1218157918165618688	@<USER> anuncia la presentación de una proposición ley en el para que no se pueda elegir nunca más a un político como fiscal general del Estado.	No	[]	['TeoGarciaEgea', 'Congreso_Es']	neutral	21-30	0	0	0.0	0
1227671536204730369	Vicepresidenta Calvo: en la nueva ley de memoria irá Información pública los archivos AGE desde el 14-4-31 al final 82. Sé q PNV le interesa este asunto otra amplitud y relación a secretos estado gobierno está ya trabajando. A ver si es así	No	[]	[]	negative	51-60	0	0	0.0	3
1165250917563817985	Gran Rovira Secretaria General d'ERC: ens hem trobat amb un Estat social irreformable i immobilista que protegeix els privilegis duna minoria (...) una casta política oligoplica extreu de lerari públic molts recursos en benefici duns quants.	No	[]	[]	negative	31-40	0	0	0.0	0
1191509357491556354	BULO de @<USER> . "@<USER> se inventa que suprimir la sanidad universal a los inmigrantes ahorraría mil o dos millones..." FALSO: Lo ha preguntado. Además teniendo en cuenta un informe del Tribunal Cuentas calculó unos 1.000 millones 2012.	Yes	[]	['eldiarioes.']	neutral	41-50	1	0	0.0	3
1284794610984910849	Nos toca vivir un #GPEspaña de #MotoGP diferente. Aunque las gradas están vacías y no escuchamos el rugir motos los aficionados hoy Jerez Andalucía vuelven a estar en mundo más 400 millones espectadores siguen este domingo la gran fiesta del #motociclismo.	No	['GPEspaña', 'MotoGP', 'motociclismo.']	[]	neutral	41-50	0	3	0.0	2
1192506774349324289	Faltan aún dos horas y media para el mitin de @<USER> en Valencia ya empieza a haber cola parking del recinto...me da que las 9.000 sillas se van quedar cortas. No quiero imaginar cómo estará esto 19h cuando llegue	No	[]	['vox_es', 'Santi_ABASCAL']	very_negative	41-50	0	0	0.0	2
1217895043585007616	@<USER> en A Pedro Sánchez no le traiciona el cansancio sino subconsciente: hemos podido comprobar del Presidente Gobierno cómo cuestionaba la ley y negociaba con ERC desjudicializar de procesos judiciales que están abiertos.	No	[]	['cucagamarra', 'rne']	very_negative	31-40	0	0	0.0	0
1177658798045110277	Muy preocupado por el futuro de la plantilla Endesa en As Pontes. Están juego los proyectos 750 familias una comarca y 50% del tráfico Puerto Ferrol. El Gobierno central no puede seguir actuando todo sin pensar lo que se lleva delante	Yes	[]	[]	very_negative	51-60	1	0	0.0	2
1218126858157543424	Feliz cumpleaños @<USER> 6 años intensos transformando España y sus territorios para poner la vida en el centro mediante políticas públicas. Gracias por existir! #6AñosGraciasATi	Yes	['6AñosGraciasATi']	['PODEMOS']	negative	21-30	1	1	0.0	2
1179334328884576256	Hoy hemos recibido en el Parlamento Europeo a la Red de Abogados y Abogadas España @<USER> que nos han contado situación precaria del sector abogacía independiente. A finales noviembre celebran su congreso fundacional	No	[]	['AbogaciaEnRedes,']	negative	41-50	0	0	0.0	4
1218121813181575168	Gracias por no desfallecer nunca el trabajo la ilusión las sonrisas empatía construir día a un proyecto colectivo que ha conseguido llegar al Gobierno para mejorar vida de gente y hacer personas sean lo primero. #6añosGraciasATi	No	['6añosGraciasATi']	[]	neutral	41-50	0	1	0.0	2
1200740984503574528	El PG en funciones @<USER> y la ministra de Teresa Ribera visitan las instalaciones donde se celebrará desde este lunes #COP25 Una Cumbre organizada tiempo récord con el trabajo 6.000 profesionales 2.000 voluntarios. ¡Es #TiempoDeActuar!	No	['COP25🌍', 'TiempoDeActuar!']	['sanchezcastejon,', 'mitecogob,']	negative	41-50	0	2	0.0	0
1159506108295372800	El @<USER> subcontrata la gestión del Gran hermano antiterrorista. Una empresa privada será encargada de gestionar el Sistema PNR que almacena todos los datos pasajeros. ¿Pensaban por ser agosto pasaría inadvertido? coste es casi 4.000.000 euros.	Yes	[]	['interiorgob']	negative	41-50	1	0	0.0	4
1168435516762656768	@<USER> "Tenemos que sumar con inteligencia por el bien de España como hicimos en Andalucía y Madrid" #RiveraEnOndaCero suma pero la corrupción resta: no todo mundo va votar un partido tiene más cuarenta casos resolver.	No	['RiveraEnOndaCero']	['Albert_Rivera']	negative	41-50	0	1	0.0	1
1188112346729910276	Proponemos una reforma fiscal para que se cumpla la Constitución española: sistema progresivo y devolución de los 60.000 millones bancos deben a las familias españolas. @<USER> #UnGobiernoContigo10N	No	['UnGobiernoContigo10N']	['Pablo_Iglesias_']	negative	31-40	0	1	0.0	4
1226785590835863553	La reforma del Código Penal es la fórmula que ha encontrado el Gobierno para llegar hasta amnistía exigen sus socios independentistas. exigencia mantener a flote gobierno de Sánchez. @<USER> en	No	[]	['cucagamarra', 'ondamadrid']	positive	31-40	0	0	0.0	0
1190564342707761152	En abril Sánchez ocultaba las cifras macroeconómicas pero ahora ya no puede y los españoles tienen muy reciente la crisis de Zapatero. Se destruyeron 3mill. empleos Dejó congeladas pensiones Recortó el sueldo a funcionarios. @<USER> en	Yes	[]	['pablocasado_', 'findesemanacope']	very_negative	41-50	1	0	0.0	4
1226928041487749121	El #Delcygate se debatirá en el @<USER> gracias a . Señor las sanciones de la #UE al régimen Maduro están para hacerlas cumplir por mucho que no le guste su socio Gobierno.	No	['Delcygate', 'UE']	['Europarl_ES', 'Cs_Europa.', 'abalosmeco,']	very_negative	31-40	0	2	0.0	3
1261573981381017600	¿Gama alta de éxito? Más bien "gama vergüenza" con más 50.000 sanitarios contagiados y 76 fallecidos.	Yes	[]	[]	negative	11-20	1	0	0.0	1
1170735039044362240	Lasagresiones sexuales han aumentado 11% en BCN solo seis meses. Alcaldesa con proclamas y puestos informativos no está todo hecho. La solución pasa por más efectivos patrullaje inversión prevención. ¡Acción reacción Sra. Colau!	Yes	[]	[]	very_negative	41-50	1	0	0.0	1
1226947427925659650	@<USER> Casi todo se puede deducir del título que ha elegido. Ella elegido hablar de la política como construcción y vinculada a vida. Los socialistas en el País Vasco han sido un ejemplo coraje. #IdoiaConstruirParaConvivir	No	['IdoiaConstruirParaConvivir']	['carmencalvo_', 'IdoiaMendia']	very_positive	41-50	0	1	0.0	0
1174449282495262721	Ahora dicen que no pueden bajar los impuestos. Lógico. Se han dedicado a aumentar gastos. Han duplicado el número de consejerías y destinado 24 millones más para menas. Alguien tenía pagarlo. Si es Cs PP son igualitos PSOE.	Yes	[]	[]	very_negative	41-50	1	0	0.0	4
1224277805673914369	DIRECTO @<USER> : "El rey y la monarquía deben dejar de ejercer su tutela	No	[]	['gabrielrufian:']	negative	11-20	0	0	0.0	0
1221093835205488640	Hace 25 años de este momento. En 1995 ric Cantona pateó a un fascista que le estaba gritando insultos racistas desde la tribuna. "Fue el mejor momento mi carrera. No todos los días se tiene suerte patear nazi". del lado correcto vida.	Yes	[]	[]	very_negative	51-60	1	0	0.0	2
1276484212212862978	España ya está viviendo una transición feminista pero podemos ir más allá: tenemos que garantizar todos los derechos para todas las personas del colectivo LGTBI. Con ORGULLO y con FEMINISMO seremos capaces de transformarlo TODO. #Orgullosas	No	['Orgullosas']	[]	negative	31-40	0	1	0.0	2
1191822543692423168	? Para reducir la factura de luz y alcanzar el 100% producción fuentes renovables en 2040 Crearemos una Empresa Pública Eléctrica un Banco Inversión para Transición Tecnológica Económica. #IoneEnLaMuga @<USER> #UnGobiernoContigo10N	No	['IoneEnLaMuga', 'UnGobiernoContigo10N']	['ionebelarra', 'ahorapodemos']	negative	41-50	0	2	0.0	4
1190969770251829250	@<USER> : "No se restañan las heridas sacando a la momia de Franco y rindiendole honores memoria decenas miles combatientes antifascistas repara al franquismo instituciones". #Baietz #erabakibaietz #UnPasoMas	No	['Baietz', 'erabakibaietz', 'UnPasoMas']	['OskarMatute:']	negative	31-40	0	3	0.0	0
1217929180668665856	Monasterio usó visados falsos hasta 2016 para tramitar los planos de obra sus 'lofts'	Yes	[]	[]	negative	11-20	1	0	0.0	4
1225805739526107137	Cuando la ministra @<USER> propuso solucionar el problema del IVA en 2019 que generó Montoro y ayudar así a las CCAA ¿qué hizo derecha de PP Cs? Votar contra burlarse.	No	[]	['mjmonteroc']	negative	31-40	0	0	0.0	4
1186937036231598080	Hoy cumplimos con nuestra palabra devolvemos 2.560.000 euros a todas las personas que colaboraron para sigamos siendo libres. #CumplimosContigo Puedes hacer un microcrédito desde.	Yes	['CumplimosContigo']	[]	negative	21-30	1	1	0.0	3
1218111925936107525	No ha sido fácil pero si una cosa tenemos clara es que este camino lo hemos recorrido juntas juntos. ¡Gracias! #6AñosGraciasATi	No	[]	[]	very_negative	21-30	0	0	0.0	2
1226442741564964865	Ya conocemos las consecuencias del modelo intervencionista que proponen Sánchez e Iglesias: escasez de oferta y aumento precio alquiler. No entiendo su empeño en copiar políticas fracasadas.	No	[]	[]	very_negative	21-30	0	0	0.0	4
1171677901399498752	La foto de la Decencia: Los diputados VOX han sido los únicos que votado en contra ampliar el número comisiones Congreso. ampliación solo busca mejorar sus sueldos. ¡Un gasto 2 millones euros al año!	Yes	[]	[]	negative	41-50	1	0	0.0	4
