	tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	hashtags_frequency	hashtags_sentiment	hashtags_topics
6145	<s>المتطرفون الذين يكرهون.</s><s>اليمين المتطرف الإسباني واليمين المتطرف الكاتالوني.</s><s>نفس القمامة هم.</s>	No	13		[]	11-20	0	0.0	1
12052	<s>لكن ماذا يفعلون؟</s>	No	4		[]	0-10	0	0.0	4
19774	<s>الأمر بهذه السهولة</s>	No	4		[]	0-10	0	0.0	4
581	<s>(2 أو 2) متوافق تماما مع حكومة التركيز التي ستقترح @<USER> fa a parell setmanes.</s>	No	18		['@LauraBorras']	11-20	0	0.0	2
9192	<s>ولا يمكن أن يشكل الاستنكاف الضميري عقبة أمام ممارسة المرأة لحقها في إنهاء الحمل.</s><s>يجب علينا إصلاح القانون وتنظيمه ، وفي هذا البلد يضمن الإجهاض الصحة العامة.</s>	No	40		[]	31-40	0	0.0	1
2163	"<s>@<USER</s><s>> : ""سنستعيد تسمية المنشأ #RiojaAlavesa كتسمية متباينة ونروج لجميع أنواع النبيذ #Euskadi بقوة أكبر من أي وقت مضى: في الأسواق الدولية لإقليم الباسك"". #EuskadiZutik #Saldremos</s>"	No	35	#RiojaAlavesa #Euskadi #EuskadiZutik #Saldremos	['@arantxa_tapia:']	31-40	4	0.0	4
6705	<s>اليوم كان لي شرف الدفاع عن قانون الصحة العقلية Unidas Podemos في الكونغرس.</s><s>كان من الملح تحويل المناقشات إلى عمل وأردنا أن نخطو خطوة إلى الأمام.</s><s>إليكم الخطاب كاملا.</s><s>#</s><s>SaludMentalPorLey</s>	No	42	#SaludMentalPorLey	[]	41-50	1	0.0	3
11136	<s>فرناندو غراندي مارلاسكا، وزير الداخلية: شكرا جزيلا.</s>	No	7		[]	0-10	0	0.0	3
17392	<s>المواطنون يطلبون ذلك من السلطات الصحية وآمل ذلك.</s>	No	13		[]	11-20	0	0.0	4
12401	<s>في بعض الحالات كبيرة جدا من مشروع القانون.</s>	No	8		[]	0-10	0	0.0	4
14385	<s>عندما يقول رئيس الوزراء إنه لن يتصل بزعيم المعارضة، فمن الواضح أننا في وضع إيجابي من وجهة نظر ديمقراطية.</s>	No	33		[]	31-40	0	0.0	4
8543	<s>كذبة أخرى: زيادة الضرائب لا تؤثر على 01 الشركات دفع ثمن هي سخية جدا وقريبة نزوة سيدتي الوزيرة؟</s><s>#</s><s>PGE2022 #PGEdelaRuina</s>	Yes	33	#PGE2022 #PGEdelaRuina	[]	31-40	2	0.0	3
19088	<s>شهدت أحياء مثل فاليكاس أو فيكالفارو إقبالا قدره 20 نقطة تحت حي سالامانكا ريتيرو في الانتخابات الأخيرة.</s>	Yes	29		[]	21-30	0	0.0	0
18621	<s>حسنا ، لكن راخوي ، كما شهد بالفعل ، والشهود مع النظام القانوني لدينا في هذا البلد ، لا يمكنهم الكذب.</s>	No	25		[]	21-30	0	0.0	4
284	<s>كان استخراج جثة فرانكو تسويقا سياسيا خالصا</s>	No	10		[]	0-10	0	0.0	1
2670	<s>رفع الحد الأدنى للأجور إلى 1200 ساعة في الأسبوع ، 34 ساعة في الأسبوع ، أن العقد العادي غير محدد ، مؤقت ، لمدة شهر واحد وبحد أقصى 6 أشهر ، حصة العاملين لحسابهم الخاص على أساس الدخل ، #UltimaOportunidadL6 @<USER> #SiSePuede</s>	No	44	#UltimaOportunidadL6 #SiSePuede	['@Irene_Montero_']	41-50	2	0.0	0
11541	<s>لأن الحزب الذي فاز في الانتخابات هو PSC.</s>	No	11		[]	11-20	0	0.0	4
11329	<s>لكن ما نحاول القيام به هو أن نكون مفيدين.</s>	No	7		[]	0-10	0	0.0	4
59	<s>المزيد من كانتري تشونتا يكذب على ناخبيهم.</s><s>لم يفز Vox بالمقعد الأخير في سرقسطة ولكن من قبل PSOE بجلد أسنانه على Cs.</s><s>حصل على 20000 صوت + ضروري.</s><s>التصويت Chunta يضع 1st UP و 3rd Cs فائدة في خطر</s>	Yes	53		[]	51-60	0	0.0	0
4028	<s>مع كلمة ألتينو دي ميلو ، ممثل عمال مترو ساو باولو.</s><s>قطاع العمل الذي تأثر بشدة بخفض الأجور في الوباء يفسر ويطالب بالإضراب ، بينما زاد 42 مليار عامل (مع B) البرازيل أرباحهم بنسبة 27٪</s>	Yes	47		[]	41-50	0	0.0	0
3783	<s>القبض على ستة أشخاص مرتبطين ب PSOE في إشبيلية بتهمة الاحتيال البيئي في إستيبا تظاهروا بإعادة تدوير النفايات عندما دفنوها في مزرعة قريبة دون معالجتها المافيا الأندلسية لا تتوقف!</s>	Yes	39		[]	31-40	0	0.0	0
3724	<s>أتفق كثيرا مع هذا @:<USER> PNV 394,000 صوت و 1 5٪ لديه 6 نواب بينما PACMA تقريبا نفس الشيء ليس لديهم تمثيل.</s><s>الجواب أيتور إستيبان هو النسب المئوية لطلاب المدارس الابتدائية.</s><s>#Debatea7RTVE #Debate10N</s>	Yes	46	#Debatea7RTVE #Debate10N	['@ivanedlm:']	41-50	2	0.0	0
14601	<s>متى سيصل قانون الإسكان إلى مجلس الوزراء؟</s>	No	10		[]	0-10	0	0.0	2
11154	<s>حسنا ، إنه متماثل ، أقنعة ، شفاف ، يمكن رؤية الفم حتى يتمكنوا من قراءة الشفاه.</s>	No	20		[]	11-20	0	0.0	4
18082	<s>سنواصل العمل حتى يتمكن الطلاب دائما من المضي قدما في تعليمهم وعدم تركهم بسبب نقص الموارد.</s>	No	22		[]	21-30	0	0.0	3
4690	<s>تصر الوزيرة ماريا خيسوس مونتيرو على أنها لن تدفع #Andalucía 537,000,000 المستحقة لها في ضريبة القيمة المضافة.</s><s>الانتقام والخسارة السيئة ل PSOE يقودهم إلى مهاجمة الأرض التي حكموها لمدة 37 عاما مرة أخرى.</s><s>سنستمر في المطالبة بما يخصنا.</s>	Yes	48	#Andalucía	[]	41-50	1	0.0	0
6575	<s>تؤكد PSRM أن PP و López Miras يواصلان تدمير الصحة العامة على الرغم من معرفة أنه سيكلف العديد من الأرواح</s>	No	24		[]	21-30	0	0.0	0
5247	<s>مقابل رغيف خبز ، تدفع ضريبة القيمة المضافة بنسبة 4٪.</s><s>حوالي 10 ٪ حفائظ.</s><s>العفو الضريبي ، دفع زملاء PP ناقص 2 ٪.</s><s>تذكير ودي لأي شيء يقوله الأعضاء الموقرون حول من ماذا في PGEs.</s>	Yes	46		[]	41-50	0	0.0	0
10621	<s>نائب الرئيس، شكرا جزيلا لك على حديثك لينمو قليلا.</s>	No	10		[]	0-10	0	0.0	3
4624	<s>Avui som al @<USER> amb l'advocat colombi Adil Meléndez Márquez defensor de drets humans que és a Catalunya per denuncias greus vulneracions d'@<USER> filial colombiana la vida les comunitats Cartagena i el seu medi ambient</s>	No	43		['@parlamentcat']	41-50	0	0.0	2
1919	<s>محادثة ممتازة هذا الصباح مع @<USER> حول التحديات الصناعية والطاقة والبيئية والاجتماعية في #Asturias.</s><s>لقد التزمت بزيارة والتعرف على التقدم الهائل للمجتمع الأستوري.</s>	No	32	#Asturias.	['@AdrianBarbon']	31-40	1	0.0	1
7163	<s>مع @<USER> شراء كتاب فندق روسيو لانشاريس مدريد قصة حزينة.</s><s>لأن لدينا تاريخا.</s><s>الصور:</s>	No	20		['@garaS87', '@nostocanatodas', '@gabrielawiener']	11-20	0	0.0	1
11116	<s>وهذا أمر لا يطاق على الإطلاق وعليك تغيير الكتالونيين الذين صوتت لهم.</s>	No	17		[]	11-20	0	0.0	4
3974	"<s>غدا في شركة ممتازة سيكون من دواعي سروري أن أقدم إعادة إصدار كتابي المفضل فيديريكو خيمينيز لوسانتوس: برشلونة.</s><s>المدينة التي كانت"".</s><s>فندق ويلينجتون 7:30 مساء</s>"	No	29		[]	21-30	0	0.0	0
2231	<s>قام المتعاونون في 1-O بإعفاء الفواتير إلى Generalitat والآن من قبيل الصدفة أن تكافئهم الحكومة بعقد يبلغ حوالي 2 5M. كان أحد الإجراءات الأولى التي اتخذها سانشيز هو رفع السيطرة على المدفوعات من Generalitat.</s><s>قد يخدع Torra PSOE ولكن Cs لا يستطيع ذلك.</s>	Yes	48		[]	41-50	0	0.0	0
18065	<s>كم من الوقت سيتم التحقق من صحته؟</s>	No	6		[]	0-10	0	0.0	2
3298	<s>.@<USER> يجب أن نعرف أنه من الذوق السيئ أن نقول في 13 فبراير في إسبانيا لا يوجد خطر الإصابة أو<USER> القيام mil@ لتربيع الأرقام الميتة يريد @<USER> ل #COVID__19 .</s>	No	40	#COVID__19	['@sanchezcastejon']	31-40	1	0.0	0
1438	<s>تم قبول #Delcygate على جدول أعمال البرلمان الأوروبي.</s><s>بناء على اقتراح @<USER> .</s><s>نظرا لأننا لن نتوقف حتى يتم توضيح هذه المسألة الغامضة برمتها ، فإن أعضاء الحكومة الإسبانية حاضرون ...</s><s>ونحن نعرف ما إذا كان قد مضى.</s>	No	41	#Delcygate	['@jordi_canyas', '@RenewEurope.', '@CiudadanosCs']	41-50	1	0.0	1
1260	<s>قبل 17 عاما كان أيضا يوم سبت.</s><s>كان ذلك في 15 فبراير 2003 وكان العالم كله ضد حرب العراق.</s><s>أول ماني عالمي.</s><s>600 مدينة.</s><s>ذلك.</s><s>سبعة عشر.</s><s>ما هي الحياة التي ستكون خطيرة جيل بيدما هو تحذير حقيقي.</s>	Yes	50		[]	41-50	0	0.0	1
12528	<s>على الأقل ذهب إلى الابتكار ، على سبيل المثال.</s>	No	17		[]	11-20	0	0.0	0
8503	<s>نداء من أجل الحرية وضد خطاب الكراهية الذي يجب سماعه.</s><s>شكرا لك @<USER> لأن كلماتك تمثل الكثير والكثير والكثير منا.</s>	No	28		['@jjaviervazquez']	21-30	0	0.0	3
8793	<s>لماذا نحن أحد رواد العالم في التطعيم ضد COVID</s>	No	12		[]	11-20	0	0.0	1
4926	<s>وبلغ النمو على أساس سنوي في #PIB 2.3٪، أي أقل بمقدار عشر مقارنة بالربع السابق وأدنى تباين على أساس ربع سنوي منذ عام 2014.</s><s>يتباطأ الطلب المحلي ، وينخفض الاستثمار (إجمالي تكوين رأس المال).</s><s><USER>@</s>	Yes	41	#PIB	['@es_INE']	41-50	1	0.0	0
8790	<s>لقد كرمنا اليوم وتذكرنا ضحايا الفرانكوية في ألمندراليخو.</s><s>مع AMH TIERRA DE BARROS ، العمدة تشيما راميريز ، العديد من الرفاق والرفاق</s>	No	29		[]	21-30	0	0.0	1
8217	<s>أجد السير الذاتية على المنبر الرئيسي لأي صحيفة تحمر خجلا.</s><s>حتى أكثر من ذلك الصحف الجيدة</s>	No	18		[]	11-20	0	0.0	3
10321	<s>ومن هناك، أعتقد أن الطريق إلى الأمام هو تعزيز التعاون في مجال الهجرة، غير النظامية والقانونية على حد سواء، ومكافحة الهجرة ولكن أيضا القانونية.</s>	No	36		[]	31-40	0	0.0	4
7733	<s>إذا كنت مهتما بالأشياء التي أنشرها ولديك Telegram انقر هنا انضم إلى قناتي شكرا لك على متابعتي بداية جيدة للأسبوع</s>	No	35		[]	31-40	0	0.0	4
7707	<s>الآن لدينا الفرصة لتغيير المسار ، والتفكير في نموذج يركز على الناس وليس واحة المستثمرين الجذابة الموجودة.</s><s>السيد.</s><s>ولا يزال أوركولو يقع في حالة من الرضا عن الذات.</s><s>إنها ليست وصفة جيدة للخروج من هذه الأزمة.</s>	No	47		[]	41-50	0	0.0	1
7908	<s>المزيد من الخيارات ضد جلد: الفطريات</s>	No	9		[]	0-10	0	0.0	0
7590	<s>خطاب ساحق من قبل @<USER> في الكونغرس ضد الإعانات للأحزاب السياسية.</s><s>لا تفوت!</s>	No	18		['@JoaquinRobles55']	11-20	0	0.0	1
18320	<s>لورينا ، التفويض يأتي من مجلس المدينة ، لانيتو.</s>	No	10		[]	0-10	0	0.0	1
11921	<s>لقد تحدثنا أيضا عن ليبيا، حيث يريد كلانا إجراء انتخابات في نهاية هذا العام.</s>	No	19		[]	11-20	0	0.0	4
1480	<s>أترك لك المقابلة التي أجراها معي<USER> @ في الحديث عن هجوم بيدرو سانشيز ضد استقلال القضاء.</s><s>شكرا أيضا لخوسيه رامون لادرا على الصور.</s>	No	34		['@Marianocalleja', '@abcespana']	31-40	0	0.0	2
5286	<s>ينظر الشباب إلى تغير المناخ على أنه تهديد عالمي ويطلبون المشاركة في المشاريع ، وفقا لدراسة.</s><s><USER>@</s>	No	25		['@JSE_Egaz', '@JSE_Alava', '@JSE_ORG']	21-30	0	0.0	1
3043	<s>الآن أنت تعرف ... انتظر!</s><s>الشخص الذي يتحدث أخبرني؟</s><s>مرحبا إيسيتا.</s><s>أوه ، تورا ، بالطبع!</s><s>نعم ، حسنا ، الفيدرالية ، الفيدرالية.</s><s>n... قال؟</s><s>رجل مستدير!</s><s>كيف؟</s><s>مسوح؟</s><s>موافق.</s><s>أنا إسباني ...!</s><s>نعم؟</s><s>تشيفيت.</s><s>قل لي ، أخبرني ، أوتيجي يقول ماذا؟</s><s>(رقصة تم التقاطها من @<USER> )</s>	No	39		['@JorgeSMiguel)']	31-40	0	0.0	4
9479	<s>وعطلة لتكريم الذكاء؟</s><s>ميؤوس منها</s>	No	10		[]	0-10	0	0.0	1
5922	<s>أول حافلة مدرسية كهربائية في ألاسكا لا تفوت يوما دراسيا حتى عند -40 درجة مئوية</s>	No	22		[]	21-30	0	0.0	0
5329	<s>توحيد الجهود مع @<USER> في اليوم الدولي لمكافحة #ExplotaciónSexual النساء والفتيات والاتجار بهن.</s><s>عمل ضخم.</s><s>#SomosCooperación</s>	No	28	#ExplotaciónSexual #SomosCooperación🇪🇸	['@ElRefugioNinez', '@Cescobarsarti', '@RepACNURGuate', '@ACNURamericas', '@srecinos_', '@Aecid_Guatemala']	21-30	2	0.0	1
4083	"<s>أثينا ألف مرة شكرا لزوريني وإيزابيل وميرس ، الذين شرحوا لنا بصبر مشروع ""مركز إيلنا للأمومة"" ، الذي يرحب باللاجئات المستضعفات بشكل خاص.</s><s>على الرغم من طغت القيام بالأعمال الأساسية</s>"	No	41		[]	41-50	0	0.0	0
12659	<s>مرحبا صباح الخير خايمي رول.</s>	No	5		[]	0-10	0	0.0	4
5054	<s>قطعة ديكسون وريكو: 3 روبوتات مصممة لرعاية غابات العالم</s>	No	17		[]	11-20	0	0.0	0
13120	<s>قال بابلو كاسادو إنه كان ينظر إلى المركز ولكن عليه إثبات ذلك.</s>	No	12		[]	11-20	0	0.0	4
18794	<s>حسنا ، بصراحة ، أعتقد أن هذا هو بالضبط ما دافعنا عنه دائما: في الشارع ، هناك حياة طبيعية ، تعبير كاتالوني ، إسباني ، في كثير من الأحيان المشكلة ليست في الشارع.</s>	No	32		[]	31-40	0	0.0	4
1437	<s>?</s><s>#</s><s>Urriak12 دينوك إيرونيرا!</s><s>؟؟</s><s>Gu #BAGOAZ zu؟</s><s>17:00etan Antoniutti-tik Manifestazioa eta ekitaldi politikoa Anaitasunan في 12 أكتوبر كل شيء إلى إيرونيا!</s><s>وأنت؟</s><s>الساعة 17.00 من Antoniutti مظاهرة وعمل سياسي Anaitan</s>	No	43	#Urriak12 #BAGOAZ, #BAGOAZ,	[]	41-50	2	0.0	0
3661	<s>بين إعطاء السلطة للشيوعيين أو VOX في الحزب الشعبي ينتخبون الشيوعيين ...</s><s>الحبل الشمولي لا يصدق!</s>	No	22		[]	21-30	0	0.0	1
1751	<s>من IU Extremadura ننضم إلى ألم رفاق @<USER> لوفاة روجيليو باريرو ، الأمين العام PCE Extremadura.</s><s>سيكون حفل الوداع غدا الأحد 26 يناير الساعة 12 ظهرا في كازا كولتورا دون بينيتو.</s>	No	47		['@PCEExtremadura']	41-50	0	0.0	1
9083	<s>التضامن واجب وليس جريمة.</s><s>من ناحية أخرى ، يجب أن يكون السجن لأولئك الذين لا يمتثلون لحقهم في الترحيب.</s><s>كل الدعم #MimmoLucano.</s>	No	26	#MimmoLucano.	[]	21-30	1	0.0	3
2542	<s>إذا انخفض Ciudadanos إلى أقل من 10٪ ، فسأستقيل ألبرت ريفيرا (29 أو 102019) «في غضون 18 شهرا سأغادر الكونغرس» غابرييل روفيان (12 122015) لقد حافظ أحدهم على كلمته واستمر آخر في تلقي راتب عام ، مما يعطينا دروسا في الأخلاق والتماسك كل يوم ...</s>	Yes	39		[]	31-40	0	0.0	0
11259	<s>أنا مقتنع بأن هؤلاء الإسبان سوف يستجوبون النواب في الأشهر المقبلة حول معنى تصويتهم على اقتراح اللوم.</s>	No	28		[]	21-30	0	0.0	4
12172	<s>وهكذا كنا معهم نحاول حملهم على قول ما يريدون ، وعندما وقعوا في يوليو ، كانوا يفكرون.</s>	No	26		[]	21-30	0	0.0	4
19614	<s>لقد بدأنا الحديث مع وزير شؤون المستهلك ألبرتو غارثون.</s>	No	12		[]	11-20	0	0.0	0
9971	<s>لم يمر الوباء ، وقد يستمر في التأثير بشكل خاص على الفئات العمرية الأكثر حرمة من الحماية ، لأنه حتى عندما يصل التطعيم ، فإنهم يرأسون.</s>	No	26		[]	21-30	0	0.0	0
5445	<s>اللقاحات فعالة.</s><s>إنهم ينقذون الأرواح.</s><s>أنها تمنع العدوى ، والاستشفاء والأمراض الخطيرة.</s><s>إنها مسألة صحية.</s><s>فردي ، جماعي.</s><s>تطعيم ، تطعيم ، تطعيم.</s>	No	25		[]	21-30	0	0.0	1
9615	"<s>الأمم المتحدة تحذر من ""مسار كارثي"" بسبب الاحتباس الحراري</s>"	Yes	13		[]	11-20	0	0.0	0
4307	<s>أخبار سارة: لقد وجهت محكمة الاتحاد الأوروبي ضربة لبوتشيمون، الذي لن يكون قادرا على التواجد في البرلمان الأوروبي.</s><s>البرلمان الأوروبي هو موطن الديمقراطيين الذين يوجهون ضربات للديمقراطية ويهربون من العدالة.</s>	No	43		[]	41-50	0	0.0	1
15104	<s>حسنا ، سأشرح بعض المشكلات أيضا.</s>	No	7		[]	0-10	0	0.0	4
1115	<s>وستعود إسبانيا إلى مجتمع المانحين.</s><s>سنساهم بمبلغ 100 مليون يورو في الصندوق المشترك #Agenda2030 ومكافحة الإيدز والملاريا والسل.</s><s>الاستثمار في #sanidad أمر حيوي لازدهار الناس.</s><s>#</s><s>GoalKeepers19</s>	No	46	#Agenda2030 #sanidad #GoalKeepers19	[]	41-50	3	0.0	0
13050	<s>أوه ، حسنا</s>	No	2		[]	0-10	0	0.0	4
4050	<s>لا يوجد أحد مثل PNV لضمان بستان الزيتون الأندلسي.</s>	No	11		[]	11-20	0	0.0	0
5726	<s>يبدو أن الذاكرة التاريخية الانتقائية تؤثر أيضا على بعض الزملاء السابقين في Cs الذين نسوا فجأة كلماتهم وأفعالهم ، مما فتح قوسا زمنيا غريبا مع ما لم يكن موجودا أبدا.</s><s>هناك أشياء لا تذهب بعيدا الأصدقاء</s>	No	41		[]	41-50	0	0.0	3
1276	<s>@<USER> يجعل الأمر واضحا جدا: يسمح رقم التعريف الشخصي للوالدين للآباء بمعرفة وتحديد المحتوى الذي يتلقاه أطفالهم في المدرسة</s>	No	27		['@monasterioR']	21-30	0	0.0	1
11335	<s>هناك مطار مثل مطار باراخاس الدولي مع كل الإمكانات وجميع قدرة الآلات لديهم.</s>	No	22		[]	21-30	0	0.0	4
8199	<s>التنمر يجعل الأطفال يعانون ويدمر حياتهم.</s><s>لديهم الحق في التعلم في بيئة آمنة وسعيدة ، ولهذا السبب لا يمكننا أن ننظر في الاتجاه الآخر ، علينا أن نتصرف.</s><s>#</s><s>ActúaContraElAcoso #DíaContraElAcosoEscolar</s>	No	36	#ActúaContraElAcoso #DíaContraElAcosoEscolar	[]	31-40	2	0.0	1
15606	<s>فوكس ضد الهجرة غير الشرعية.</s>	No	8		[]	0-10	0	0.0	1
19495	<s>شكرا جزيلا.</s>	No	4		[]	0-10	0	0.0	3
10477	<s>من وكالة EFE أرسل Podemos Canarias بيانا يوضح تفهمه لطرد 15 مسلحا من قيادة الدولة.</s>	No	27		[]	21-30	0	0.0	0
14804	<s>وبعبارة أخرى، لولا سيودادانوس لكان ذلك مستحيلا.</s>	No	8		[]	0-10	0	0.0	4
604	<s>ستسجل الصفحة في التاريخ باعتبارها الشخص المسؤول عن أكبر فشل للصحة العامة في آخر 100 عام كاستيلا لا مانشا مع 2,940 حالة وفاة و 16,889 مصابا ومعدل إماتة الحالات17.4٪ إسبانيا الأعلى في العالم</s>	Yes	43		[]	41-50	0	0.0	0
62	<s>دبوس الوالدين في دقيقة واحدة.</s>	No	7		[]	0-10	0	0.0	3
18567	<s>كيف سأله روفيان بدافع الضرورة أو الشجاعة؟</s>	No	10		[]	0-10	0	0.0	2
17923	<s>وينضم إلينا اليوم وزير الثقافة والرياضة.</s>	No	9		[]	0-10	0	0.0	3
885	<s>تؤكد بيانات الناتج المحلي الإجمالي والتوظيف الصادرة عن يوروستات أن الأزمة ليست متماثلة: إسبانيا ، مركز الكارثة الاقتصادية في أوروبا بسبب التبذير ، والحكومة قبل الوباء ، وسوء الإدارة.</s><s>خطة صدمة اقتصادية عاجلة كنت أطالب بها منذ شهور.</s>	No	52		[]	51-60	0	0.0	0
12024	<s>الجيش في إسبانيا ، مثل أي بلد آخر ، اليوم حتى الغد.</s>	No	11		[]	11-20	0	0.0	1
16071	<s>وأنجيل جابيلوندو؟</s>	No	3		[]	0-10	0	0.0	4
3245	<s>ترتفع البطالة بنسبة 28٪ ويفقد الضمان الاجتماعي 893,360 شركة تابعة في العام.</s><s>PSOE = البطالة.</s><s>PP التوظيف</s>	Yes	22		[]	21-30	0	0.0	0
18937	<s>إن الانتعاش الذي قلناه بالفعل يجب أن يسمح بتوطيد نمو العمالة، سواء كان ذلك مع الحقوق، وإنهاء عدم الاستقرار، والعمالة المؤقتة، ولكن أيضا يجب أن يشمل وضع سياسات لضمان أن أولئك الذين يرغبون في إنجاب الأطفال يمكنهم القيام بذلك في ظروف لائقة ومقبولة.</s>	No	56		[]	51-60	0	0.0	4
3550	<s>ليس بولس.</s><s>أنت تعلم شعبك.</s><s>الألغام لي.</s><s>وسيتم منحهم المعرفة من قبل معلمي المدارس العامة أو عن طريق انتخاب أولياء الأمور ، وهو ما يحق لنا أيضا.</s><s>من المؤكد أنك لن تعلمهم أو تعلمهم طائفتك الشيوعية.</s>	No	58		[]	51-60	0	0.0	4
13031	<s>وحول القضايا الثنائية الجارية حاليا في مجالات مختلفة.</s>	No	12		[]	11-20	0	0.0	3
11245	<s>إنه يحبه كمضيف برنامج حواري أكثر من كونه نائبا للرئيس.</s>	No	8		[]	0-10	0	0.0	4
8015	<s>حقيقة أن أجهزة التلفزيون مليئة بالسياسيين لا تفعل شيئا لتطبيع السياسة وإبعاد التوتر والتوتر.</s><s>لمدة 24 ساعة جميعهم متعبون لدرجة الغضب.</s><s>دعونا نتحدث عن أشياء أخرى ، يجب أن يضيق كل شيء</s>	No	47		[]	41-50	0	0.0	4
11040	<s>بعد أن ننقل إلى الجمهور شيئا غير صحيح على الإطلاق ، من المهم أيضا ، أمامنا التحدي المتمثل في جعل النموذج قابلا للتطبيق.</s>	No	20		[]	11-20	0	0.0	4
11452	<s>أعتقد أننا يجب أن نفعل هناك لاستعادة ما غيرنا بطريقة ما لأنه الآن هناك اختبارات تم إجراؤها.</s>	No	27		[]	21-30	0	0.0	4
17772	<s>وأعتقد أن هناك توافقا واسعا في الآراء حول هذا الموضوع، ليس فقط لأننا ملزمون من قبل المنظمات الدولية، ولكن أيضا من قبل السلطة التشريعية التنفيذية، وهذا ما يشكك فيه المجلس العام للقضاء.</s>	No	42		[]	41-50	0	0.0	4
17226	<s>هذا لشيء واحد.</s>	No	4		[]	0-10	0	0.0	4
4345	<s>يقود PSOE إسبانيا إلى المزيد من البطالة: زيادة 54,371 شخصا في أغسطس ، وهي أكبر زيادة هذا الشهر منذ عام 2010 الضمان الاجتماعي يفقد 212,984 شركة تابعة عندما يحكم اليسار ، يتم تدمير العمالة.</s>	Yes	39		[]	31-40	0	0.0	0
17101	<s>لدعم شركاتنا حتى يستمر العاملون لحسابهم الخاص في خلق فرص عمل حتى لو لم يعجبهم هذا ، اليسار.</s>	No	24		[]	21-30	0	0.0	0
16236	<s>لقد فعل ذلك لأنه اختارها بحرية.</s>	No	8		[]	0-10	0	0.0	4
9173	<s>سينتهي عام 2021 كواحد من أحر 10 سنوات منذ بدء السجلات بسبب تأثير «النينيا» وفقا للمنظمة العالمية للأرصاد الجوية عبر @<USER></s>	Yes	27		['@europapress']	21-30	0	0.0	0
606	<s>لديهم 7 عقارات ، 228,500 في البنك ، يكسبون 14,000 شهريا و chacha الذي يعتني بالأطفال ولكنه يأخذ الابنة للمقابلة لأنها تعاني من نفس مشاكل المصالحة.</s>	Yes	49		[]	41-50	0	0.0	0
