tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
1251047357069897730	MINDFUCKHanden wassen zorgt voor schijnveiligheid!#rivm #corona#vandissel#mondkapjes #coronakapjemeteenmondkapje	Yes	116	rivm corona vandissel mondkapjes coronakapjemeteenmondkapje		100+	1	5	0.0	3
1239639579419951104	#RIVM zegt net dat kinderen wel met elkaar mogen spelen zolang ze maar geen symptomen hebben.Ik zeg: scholen open, #beveiligers met #thermometers in de aanslag.Niet ziek gewoon naar school!@<USER>	No	199	RIVM beveiligers thermometers	MinPres	100+	0	3	0.0	4
1237086198738440196	#LiveKabinet: stop met handen schudden, in Brabant waar mogelijk thuiswerken #vrouwen#coronavirus #Covid19	No	108	Liveblog vrouwen coronavirus Covid19		100+	0	4	0.034090909090909	0
1240271817220280322	@<USER>Het blijft tot 3 uur in de lucht hangen DAAROM DE OPROEP WANNEERJE KLACHTENHEBT #BLIJFTHUISJE BENT NIET GETEST DUS WEETJE NIKS #BESMETGEENANDERENDANK U. !WEES NIET DOMHET VIRUS RENT OMZIG HEEN.WIJKUNNEN ER WAT AAN#VERRANDEREN	Yes	243	BLIJFTHUIS BESMETGEENANDEREN VERRANDEREN	Sashaexposed	100+	1	3	0.0	2
1255900817602854912	@<USER>Er zijn echter ook gevallen bekend waar 37.5 C op #covid19 kon wijzen	Yes	77	covid19	neuromanter JJBaniston	71-80	1	1	0.0	3
1248229323770925056	De nasleep van #COVID19NL gaat waarschijnlijk net zo heftig worden met schokkende feiten die het daglicht niet kunnen verdragen.Ik vraag me af in hoeverre de oppositie zulke info kan of mag gebruiken?Er zullen veel middelen worden gebruikt om een cover-up te laten slagen.	Yes	274	COVID19NL		100+	1	1	0.0	0
1224761948065103874	@<USER> Wat ik al dacht.De #RIVM blijft nu stil.Lies, damned lies, and statistics	Yes	83	RIVM	theodorus_VII rivm	81-90	1	1	0.0	4
1252855896071262208	"De steden en gemeenten moetende #COVID19BEmaatregelen op het terrein invoeren, maar worden pas als laatste ge nformeerd.Daarom vragen steden en gemeenten inspraak bij #exitstrategie.Zegt @<USER> vandaag in @<USER> en @<USER> #lokaalDNA Yes 240 COVID19BEexitstrategie lokaalDNA wimdries vvsgNieuwsblad_be hbvl 100+ 1 3 0.0 0 #Trump gaat #coronabriefings inkorten:Mijn tijd niet waard""via @<USER>#COVID19#coronavirus"	No	94	Trump coronabriefings COVID19 coronavirus	Telegraaf	91-100	0	4	0.0	3
1255402284361670656	Er komen wat opklaringen aan maar het is maar weer van tijdelijke aard!#enjoy #BlijfThuis	No	90	enjoy BlijfThuis		81-90	0	2	0.2	2
1251036335063908354	#Itali kiest voor Milanees bedrijfBending Spoons als ontwikkelaar corona-app.Zal met bluetoothwerken.Eerst experimenten in aantal regio's, dan in heel het land	No	163	Italië		100+	0	1	0.0	1
1247886442145001473	In Wuhan vallen mensen (dood?) neer op straat...#CoronaLockdown#coronavirusNederland#COVID19NL	Yes	97	CoronaLockdown coronavirusNederland COVID19NL		91-100	1	3	0.0	0
1234887204142567425	#COVID19En nog belangrijker.Dit virus is geen gewone griep, het kan ernstige longontsteking veroorzaken.Onderschat het niet, want de dodelijkheid ervan is niet 0.#coronavirusMensen die een mondkapje dragen willen gewoon zichzelf beschermen.	Yes	244	COVID19 coronavirus		100+	1	2	0.0	3
1244236983179804672	Rabobank pleit voor aanpassing coronasteunregeling #Coronavirus #Corona #COVID2019NL #COVID19	No	93	Coronavirus Corona COVID2019NL COVID19		91-100	0	4	0.0	3
1244594970222301187	De #Lifeliner5 bracht vanmiddag een IC-pati nt met #Covid19 vanuit #Venlo over naar het Martini ziekenhuis in #Groningen.@<USER>	No	129	Lifeliner5 Covid19 Venlo Groningen	LuchtvaartN_NL	100+	0	4	0.0	3
1252492176954658816	Verstandige beslissing.#coronamaatregelenWe weten nog onvoldoende #CoronaWe#testen nog onvoldoende.#op1 #eenvandaagRuttegaat mensen teleurstellen:versoepeling zit er voorlopig niet in via @<USER>	Yes	203	coronamaatregelen Corona testen op1 eenvandaag	trouw	100+	1	5	0.0	4
1244614915761098753	"Met zoveel is het aantal auto""s in Belgi reeds afgenomen #Covid_19#samentegencorona"	No	84	Covid_19 samentegencorona		81-90	0	2	0.0	0
1238766363369451520	De thuisbezorg bedrijven kunnen door #COVID19NL het werk niet meer aan en smeken het kabinet om een belastingverhoging.	No	119	COVID19NL		100+	0	1	0.0	0
1234143579506958336	5 mei 2020.Het @<USER> gaat per helikopter op coronatoernee.In elke provinciehoofdstad houden ze een persconferentie.#RIVM	No	125	RIVM	rivm	100+	0	1	0.0	4
1247796435229085697	Autoriteit Persoonsgegevens:'Zonderwaarborg privacy geen mobiele corona-apps' #COVID19	No	88	COVID19		81-90	0	1	0.0	3
1244907838125879296	Een gruwelijke draad over #COVID19 en het nieuwe #coronavirus van @<USER> Het begon in China, ongepland.De Chinese overheden brachten het virus met opzet naar andere landen door te doen alsof het niet zo gevaarlijk was,door reizen mogelijk te houden.via @<USER>	Yes	264	COVID19 coronavirus	Doc_0 Benavra	100+	1	2	0.0	3
1239969806868082688	"Vanavond onverwachts de nachtdienst in voor 2 nachten.Met z""n allen komen we er.#zorg #COVID19#coronavirus #CoronaCrisis"	No	123	zorg COVID19 coronavirus CoronaCrisis		100+	0	4	0.0	3
1255835146038771712	#RIVMDe actuele informatie over het nieuwe coronavirus.(COVID-19)|Dalende lijn ziekenhuisopnames en sterfgevallen houdt aan!	No	127	RIVM		100+	0	1	0.0	4
1241671512584867841	#Covid19in #Belgi , UPDATE: vandaag +586(totaal=3401), geregistreerde cijfers,wellicht veel wordt onvoldoende getest!Opvallend:- beademd op ICU, wordt niet vermeld?STRANGE!Snelheid van uitbreiding neemt wel nog altijdtoe!	Yes	228	Covid19 België		100+	1	2	0.0	3
1239991631488716801	#Belgi gaat naar een semi-#lockdown.#corona#coronavirus #COVID19BE	No	68	België lockdown corona coronavirus COVID19BE		61-70	0	5	0.0	0
1252208336923230211	RIVM: 75 ziekenhuisopnames, 67 sterfgevallen via @<USER>#corona #covid#rivm #longfonds#world#thenetherlands	No	111	corona covid rivm longfonds world thenetherlands	NOS	100+	0	6	0.0	4
1231530194357424128	#COVID19 - Italie113 gevallen, de berichtgeving is gewoon slecht-	Yes	67	COVID19		61-70	1	1	0.0	3
1241695638850613248	In Frieslandvandaag 2 nieuwe besmettingen, gisteren nog 6.Hier is de daling al ingezet #covid19Nederland	No	106	covid19Nederland		100+	0	1	0.0	2
1253695198602817538	Minder dan 1000 coronapati nten nog op intensive care:#Coronavirus#Covid-19#IC	No	81	Coronavirus Covid IC		81-90	0	3	0.0	2
1250702133017665539	Briefing #RIVM @<USER> m.n. terecht kritisch vanwege het relatief grote aantal besmettingen -en het tekort aan beschermingsmaatregelen- aangaande het personeel binnen verzorgings- en verpleeghuizen	No	197	RIVM	FleurAgemaPVV	100+	0	1	0.0	4
1242804725197791232	Het #RIVM is laat met de dagkoersen.Gisteren was het om 14:04 al gepubliceerd.Website ligt plat.#CoronavirusOutbreak#coronavirusNederland#CoronaVirusUpdates#COVID2019NL	No	174	RIVM CoronavirusOutbreak coronavirusNederland CoronaVirusUpdates COVID2019NL		100+	0	5	0.0	1
1240326372469415937	Olieprijs keldert naar laagste peil in 18 jaar #coronavirusNederland #coronadebat	No	81	coronavirusNederland coronadebat		81-90	0	2	0.0	1
1237765751785820160	De schappen liggen hier bommetje vol!geen paniek #hamsterennietnodighier.	No	74	hamsterennietnodighier		71-80	0	1	0.0	0
1252645988151459841	Evenementen gaan tot 1 september NIET door.#persconferentie	No	60	persconferentie		51-60	0	1	0.0	4
1255414034607878147	1,7miljoen Nederlandersminder aan het sporten#Coronavirus #Corona #COVID2019NL#COVID19	No	90	Coronavirus Corona COVID2019NL COVID19		81-90	0	4	0.0	3
1243780706901385221	Uit dit artikel blijkt maar n ding:#COVID19NL is lang *niet* zo ernstig als het normale griepseizoen van 2018, maar volgens enkele hysterische artsen zou het dat *misschien* nog kunnen worden.Slecht aannames en meningen.Die hele lock-down, social distancing was ONZIN.	Yes	271	COVID19NL		100+	1	1	0.0	0
1235463912361013248	Nu de scholen in #Itali dicht zijn, zullen ouders #covid19 zeker nooit meer vergeten.#ophoopvanzegen	No	101	Italië covid19 ophoopvanzegen		100+	0	3	0.0	3
1247949889696411651	@<USER>Ik zou het ook willen maar #COVID19 laat nergens normale verkiezingentoe.Macron wilde absoluut gemeenteraadsverkiezingen op 15 maart en dat zagen we daarna terug in het aantal besmettingen met doden tot gevolg.Maandag 1.417 doden erbij.#terzaketv	Yes	258	COVID19 terzaketv	fickleDanny wbeke	100+	1	2	0.0	3
1238230086496784384	De wedstrijd van zondag tegen Moeskroen in het Bosuilstadion wordt uitgesteld naar een latere datum.#antmoe#jpl #rafc#COVID19	No	128	antmoe jpl rafc COVID19		100+	0	4	0.0	3
1249630521715503106	Viroloog Steven Van Gucht:Risico op nieuwe piek bestaatLees, lockdown wordt verlengd!#covid19	Yes	96	covid19		91-100	1	1	0.0	3
1244899260354760706	"Minister Koolmees:""Tegemoetkoming voor bedrijven kan vanaf 6 april aangevraagd bij UWV.""#samentegencorona"	No	106	samentegencorona		100+	0	1	0.0	0
1252173100621365249	DNBulletin:Verschuiving van contant betalen naar pinnen zet door #corona #covid#rivm#longfonds#world #thenetherlands	No	120	corona covid rivm longfonds world thenetherlands		100+	0	6	0.0	4
1250804947479904256	Schiet lekker op.Volgens het #RIVM is 60 % nodig 'Circa 3 procent Nederlanders heeft antistoffen'	No	98	RIVM		91-100	0	1	0.0	4
1244688527524274177	#mkb#eenmanszaak #coronavirusNederlandde eenmanszaken uit andere sectoren dan horeca , good etc worden door dit #kabinet met #vvd #cda #d66 ronduit vergeten.Nietsgeen #noodloket voor hun.Ook #nonfood zelfstandigehebben in deze #crisishulp hardnodig	Yes	256	mkb eenmanszaak coronavirusNederland kabinet vvd cda d66 noodloket nonfood crisis		100+	1	10	0.0	0
1245236134705270787	Foute webshops met producten tegen corona offline #Coronavirus #Corona #COVID2019NL #COVID19	No	92	Coronavirus Corona COVID2019NL COVID19		91-100	0	4	0.0	3
1254733101416067072	Koningsdag vierikthuis dit jaar.#fun#koningsdag#anderhalvemeter#blijfthuis#stayhome#27april#koningsdag2020#koning #koningwillemalexander @ Gorinchem	No	158	fun koningsdag anderhalvemeter blijfthuis stayhome 27april koningsdag2020 koning koningwillemalexander		100+	0	9	0.0333333333333333	1
1247857382857809920	Je kunt kort en lang praten over het aantal slachtoffersCorona in NL. Of naar de prietpraat van het #RIVM waar geen touw aan vast te knopen is.Kijk gewoon naar het CBS.Mortaliteit plus 0,3%.	Yes	192	RIVM		100+	1	1	0.0	4
1255519821908893697	Met een #mondkapje verklein ik de kans onwetend #Covid19NL te verspreiden.Hoe beter het mondkapje, hoe meer effect.Ik voor jullie, jullie voor ons allemaal.Nieuwe etiquette op plekken waar #anderhalvemeter niet kan.	Yes	218	mondkapje Covid19NL anderhalvemeter		100+	1	3	0.0	0
1239226624241020931	Alle scholen, sportclubs en horecadicht vanwege corona tm 6 april.#Coronavirusnl#persconferentieKinderen van ouders in vitale beroepen (zorg, politie, brandweer) kunnen nog wel naar school Zal horecaverbod ook sluiten voor bezorgen?	No	236	Coronavirusnl persconferentie		100+	0	2	0.0	4
1245019925296697344	Je blijft je verbazen.#coronavirusNederlandDuits lab kan per direct het aantal coronatests in Nederland verdubbelen - Follow the Money - Platform voor onderzoeksjournalistiek	Yes	176	coronavirusNederland		100+	1	1	0.0	1
1243443080109457408	#coronacrisisnl#coronaoorlog #coronavirusnl#coronanl #covid19nl#blijfthuisHet gevaar van een #pandemie zoals de huidige is al in diverse #veiligheidsanalyses van de #overheid voorzien.Toch is hier weinig mee gedaan, blijkt uit onderzoek van @<USER>	Yes	253	coronacrisisnl coronaoorlog coronavirusnl coronanl covid19nl blijfthuis pandemie veiligheidsanalyses overheid	NRC	100+	1	9	0.0	0
1248170936571961344	Schuiling wil vanaf nu boetes uitdelen #anderhalvemeter #Corona	No	63	anderhalvemeter Corona		61-70	0	2	0.0	1
1243126583369641986	Om 12.05 uur gaat het debat verder.Het kabinet gaat nu antwoorden voorbereiden op de gestelde vragen #coronadebat	No	114	coronadebat		100+	0	1	0.0	0
1228988815655784448	#COVID19 Wuhan virus heeft niet alleen gevolgen voor de burgerij maar heeft ook de Chinese economie tot stilstand gebracht.Daar gaat het in deze YouTube bijdragen overigens niet over, maar het is belangrijk genoeg om bij stil te staan.#instabiliteit	Yes	251	COVID19 instabiliteit		100+	1	2	0.0	3
1253005048537403394	'Steun voor student met vertraging door corona'#Coronavirus #Corona#COVID2019NL#COVID19	No	90	Coronavirus Corona COVID2019NL COVID19		81-90	0	4	0.0	3
1238366494536466437	Alle #scholendicht.De lijst wordt alsmaar langer.Dit is niet vol te houden door kabinet #Rutte @<USER>.Met nota bene in de coalitie zelfbenoemde onderwijspartij @<USER>#Coronavirus #covid19Nederland	Yes	202	scholendicht Rutte Coronavirus covid19Nederland	MinPres d66 RobJetten	100+	1	4	0.0	4
1250708399974690816	#rivmAls de overheid willens en wetens, burgers beschermende middelen onthoudt.Die verschil tussen leven en doodkunnen uitmaken.Dat met de kennis van vandaag, en beleid in de omringende landen als voorbeeld.Dan ben je niet geschikt voor je taken of gewoon misdadig!	Yes	270	rivm		100+	1	1	0.0	4
1251769838818770944	@<USER>Een traceer app is altijd een goed middel om #COVID19 #besmettingen te onderzoeken, en mogelijk besmette personen te waarschuwen, @<USER>	Yes	145	COVID19 besmettingen	ThomBijenhof ThomBijenhof	100+	1	2	0.0	3
1242568244214534149	Sorry, #RIVM heeft nu heel veel foute informatie gegeven.	Yes	57	RIVM		51-60	1	1	0.0	4
1237736951421308928	Medicijn tegen#corona#COVID19gevonden.#GroningenCoronaVrij	No	62	corona COVID19 GroningenCoronaVrij		61-70	0	3	0.0	3
1246096287965024256	In #coronatijd heb je 2 opties:- thuis liggen - in het ziekenhuis liggen Uit respect voor de overledenen wil ik het niet hebben over wat daarna komt..#blijfinuwkoten volg de regels!	No	184	coronatijd blijfinuwkot		100+	0	2	0.0	0
1246394799697072128	RIVM: 904 mensen besmet, 164 mensen overleden, 336 ziekenhuisopnamens	No	70			61-70	0	0	0.0	0
1237435146346942467	Nadat eerder vandaag gemeld werd dat een vrouw uit Serooskerke besmet is met het coronavirus, meldt de GGD Zeeland nu dat ook een tweede Goesenaar en een inwoner uit Heinkenszand besmet zijn.	No	191			100+	0	0	0.0	0
1232273014814846978	Nederlandse hotelgasten op Tenerife moeten 14 dagen in quarantaine blijven #coronavirus #corona#virus #coronacrisis#coronavrees #COVID19#Covid#Covid19Virus#Tenerife#Adeje#Spanje#Spain #Quarantaine	No	204	coronavirus corona virus coronacrisis coronavrees COVID19 Covid Covid19Virus Tenerife Adeje Spanje Spain Quarantaine		100+	0	13	0.0	1
1241316307053805568	@<USER>Het beleid in Duitsland verschilt wel degelijk wezenlijk van dat van Nederland.Zeker op het gebied van testen.	No	119		Veldhorst__W	100+	0	0	0.0	0
1240233642724675586	Top10 van storingen #Teams en #Magister dankzij plichtsgetrouwe leerlingen #Fortnite en #Netflix voor de leerlingen die vooral de pauzes thuis inhalen#Thuisonderwijs	No	167	Teams Magister Fortnite Netflix Thuisonderwijs		100+	0	5	0.0	2
