tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	hashtags_frequency	hashtags_sentiment	hashtags_topics
2852	In Andalusië gaan we 4,6 miljoen euro uittrekken voor nieuwe steun voor het evenwicht tussen werk en privéleven. Het is niet meer dan eerlijk om in te zetten op maatregelen als deze die gelijke kansen bevorderen en bijdragen aan het waarborgen van ons pensioenstelsel	No	38		[]	31-40	0	0.0	0
12082	Maar we hoeven geen tijden vooruit te schieten, op dit moment is die procedure er.	No	13		[]	11-20	0	0.0	4
13506	Twee miljoen keer dat we gaan kopen, de anderhalf miljoen die we al hebben om de privé-exemplaren te blijven verhogen, weer terug te komen, verveling door te maken omdat het een test is, maar zeer effectief omdat er ook een klein percentage mensen is dat opnieuw besmet raakt, dus ik denk waar we meer nadruk op moeten leggen.	Yes	67		[]	61-70	0	0.0	4
12114	De CEO verduidelijkte later zijn uitspraken.	No	13		[]	11-20	0	0.0	1
7275	Het is een eer om vandaag deel te nemen aan de 13e top van parlementsvoorzitters in Wenen, waar we hebben gesproken #igualdad de rol van vrouwen in het licht van de pandemie en de noodzaak om het herstel vanuit een genderperspectief tegemoet te treden. #13SWSP #WomenSpeakers	No	44	#igualdad, #13SWSP #WomenSpeakers	[]	41-50	3	0.0	1
8338	DEZE REGERING VERLAAT ONZE JURISDICTIEWATEREN Het verhoogt de belastingen, maar doet een goed beheer dat de economie genereert NEE. Het verlaat onze jurisdictiewateren die economische middelen genereren. ten gunste van Marokko via @<USER>	No	34		['@FacebookWatch']	31-40	0	0.0	0
5477	Felicitaties aan de nieuwe directeur van @<USER> . Het is tijd om hard te werken, de verkiezingen te winnen en te regeren om Andalusië te verbeteren. Een vechter uit Jaén die het geweldig zal doen in het Secretariaat van Gelijkheid. Van dit congres zal ik de reünies houden.	No	42		['@psoeandalucia.', '@mercedes_gamez,']	41-50	0	0.0	3
2651	Er zijn #VerdadeIncómodas die geen enkele politicus zo mogen laten slapen als deze 100 gezinnen verhogen hun huur met % in #BDN Je weet het al: beëindig de privileges van aasgierfondsen en reguleer de huren #ConRiveraNo #ConCasadoTampoco we doen	Yes	44	#VerdadeIncómodas #BDN #ConRiveraNo, #ConCasadoTampoco,	[]	41-50	4	0.0	4
17808	Vroeg of laat.	No	3		[]	0-10	0	0.0	3
13281	Hij zegt geen nee.	No	5		[]	0-10	0	0.0	4
7244	99 dagen sinds het begin van de #IFNavalacruz in #vila kondigde 91<USER> @ de verklaring aan als een gebied dat ernstig is getroffen door een noodsituatie op het gebied van civiele bescherming zonder hulp te ontvangen	No	31	#IFNavalacruz #Ávila	['@sanchezcastejon']	31-40	2	0.0	0
4337	In februari 1937 werden meer dan 5.000 Andalusiërs die op de vlucht waren voor Franco's troepen gedood op de weg van Malaga naar Almería. 83 jaar later #LaDesbandá er geen enkele telling van slachtoffers is. Robert Capa en Gerda Taro hebben het op deze manier geportretteerd	Yes	47	#LaDesbandá	[]	41-50	1	0.0	0
19458	Laten we eens kijken of je ons dat kunt vertellen.	No	7		[]	0-10	0	0.0	4
8623	Ik laat u een deel van mijn toespraak vandaag in de plenaire vergadering van #PGE2022 over de belastingverhogingen van de PSOE+PODEMOS #ConBilduNo #PresupuestosDeLaMentira <USER>@	No	28	#PGE2022, #ConBilduNo #PresupuestosDeLaMentira	['@GPPopular', '@PPMalaga', '@ppandaluz']	21-30	3	0.0	3
19112	José Luis Escriva, minister van Inclusie, Sociale Zekerheid en Migratie.	No	12		[]	11-20	0	0.0	2
15737	in het vliegtuig.	No	3		[]	0-10	0	0.0	1
18559	Kijk, ik sprak op een moment als de maand juli, voor wat gegevens die we hadden wat de minister van Financiën ons had verstrekt na zijn ontmoeting met de minister van Concé, die zegt dat we tweeduizend driehonderdzeventien miljoen euro minder zullen hebben om de begroting de afgelopen jaren te financieren, de afgelopen jaren logischerwijs zou er geen buitengewoon fonds zijn Cobby voor 2022 ondanks dat RES 40 procent van de uitgaven heeft geratificeerd Tobby consolideert jaar openbare rekening Omdat er helaas mensen zullen blijven zijn, zullen ziekenhuizen vaccineren om onze kinderen en onze studenten te beschermen, professionele onderwijscentra.	No	147		[]	100+	0	0.0	4
12490	Voordat ik naar dit interview ging, heb ik gesproken met minister Escrivá, die erg enthousiast was om deze gezinnen te hebben ontvangen.	No	23		[]	21-30	0	0.0	4
2832	Een regering met u	No	5		[]	0-10	0	0.0	2
6773	@<USER> : Er is nood aan een militant constitutionalisme dat stopt met in de achteruitkijkspiegel te kijken en resoluut vooruit kijkt. Het beste eerbetoon aan het verleden is om de teugels van het heden in handen te nemen, om eigenaar te worden van de toekomst.	No	39		['@pablocasado_:', '@Congreso_Es']	31-40	0	0.0	1
17450	Dat is de pech die we in Spanje hebben.	No	8		[]	0-10	0	0.0	4
19643	Ik weet niet wat het is, maar u hebt in ieder geval invloed op het huidige model voor de vernieuwing van de Raad, dat in feite een scheiding is tussen de Socialistische Partij.	No	35		[]	31-40	0	0.0	4
14568	47 1724 miljoen euro, wat iets meer steun is dan in de vorige periode en duidelijk een GLB is dat andere kenmerken heeft dan de vorige.	Yes	29		[]	21-30	0	0.0	0
3577	Gisteren @<USER> en ontmoette in de met vertegenwoordigers van Onze inzet de #EquiparaciónYa is stevig we zullen werken, zodat #ILPJusapol hun werk is eindelijk goedgekeurd erkend salaris.	No	39	#EquiparaciónYa #ILPJusapol	['@InesArrimadas', '@PauCambroneroCs', '@Congreso_Es', '@jusapol']	31-40	2	0.0	1
8180	Vanavond heeft de C. Landbouw van de @ met<USER> één stem ingestemd met een nieuwe wet op de voedselketen. De contractprijs voor levensmiddelen moet de werkelijke productiekosten dekken die met verlies 1 of 2 worden verkocht	Yes	43		['@Congreso_Es']	41-50	0	0.0	3
18892	Ik heb het echt met spijt gezegd.	No	5		[]	0-10	0	0.0	4
18409	En natuurlijk wil ik afsluiten met het bedanken en onderstrepen van de vriendschap van Letland met het Spaanse volk, die ik niet zal vergeten.	No	20		[]	11-20	0	0.0	1
15841	Ik weet niet of het ons iets kan schelen.	No	7		[]	0-10	0	0.0	4
6220	Toen de vriend van #Marlaska in het Congres opschepte om de derde graad te verhogen van 17,7% naar 20,5% en semi-vrijheid 122% sinds de PSOE in de regering kwam. Je zult ons niet het zwijgen opleggen! #MarlaskaDimisión	Yes	41	#Marlaska #Marlaska #Marlaska #MarlaskaDimisión	[]	41-50	2	0.0	0
1661	Hier zijn ze, dit zijn die van de Revolutie #TrenDeLaDignidad	No	11	#TrenDeLaDignidad	[]	11-20	1	0.0	4
8834	Vrijheid en gelijkheid	No	6		[]	0-10	0	0.0	1
14706	Dat is de manier om het probleem van de houdbaarheid aan te pakken, de pensioenen.	No	13		[]	11-20	0	0.0	4
10397	Met andere woorden, ziekenhuizen moeten worden verbeterd, belastingen moeten worden verlaagd, kraken moet worden beëindigd en er moet ook infrastructuur worden gebouwd hier in Tarragona.	No	27		[]	21-30	0	0.0	4
12968	Er zijn bijvoorbeeld in het Verenigd Koninkrijk zeer interessante programma's.	No	11		[]	11-20	0	0.0	2
15571	En nu kun je zien dat het eerste wat de CUP heeft gedaan, is het voorzitterschap overnemen.	No	17		[]	11-20	0	0.0	4
1908	Twee dingen die deze week in Badalona zijn gebeurd: 1.100 gezinnen hebben zich georganiseerd voor een aasgierfonds dat de huur wil verhogen van 1.000 naar 1800 euro. 2 Er is een straatgevecht geweest tussen mensenhandelaars. Waar denk je dat ALLE media het over hebben?	Yes	48		[]	41-50	0	0.0	0
15327	Tevreden?	No	1		[]	0-10	0	0.0	0
6541	De kosten van het produceren van gerecyclede materialen zijn hoger, dus het zou redelijk zijn om lagere belastingen toe te passen om een groene economie te stimuleren.	No	26		[]	21-30	0	0.0	4
18945	Heel hartelijk bedankt.	No	2		[]	0-10	0	0.0	3
18799	We gaan een bericht sturen naar alle ouders om aan te geven welke vragen er moeten worden gesteld.	No	19		[]	11-20	0	0.0	3
17695	Antonio González Terol, adjunct-secretaris van Territoriaal Beleid van de Volkspartij: Goedemiddag, zeer goede Nieves.	No	16		[]	11-20	0	0.0	3
9462	Rafa Lemus won met 77 procent van de steun van de leden. Gefeliciteerd! <USER>@	Yes	16		[]	11-20	0	0.0	3
17290	We hebben al een legaliteit die het mogelijk maakt dat het de verantwoordelijkheid is van de regeringsdelegatie en als we kijken naar alle precedenten die er zijn, vooral met de kwestie van steun voor ETA-leden, omdat er voldoende instrumenten zijn om de wet te verbeteren om het gemakkelijker, sneller en eenvoudiger te maken.	No	60		[]	51-60	0	0.0	4
9826	Na zijn verdediging van de concertada en het faciliteren van de vrijheid van ouders om een onderwerp te kiezen, religie, toegevoegd aan een geest van dialoog, lijkt het het meest geschikt om te doen.	No	30		[]	21-30	0	0.0	1
18252	Laten we de balans opmaken.	No	5		[]	0-10	0	0.0	4
5421	Sánchez leidt ons land op drift. De elektriciteitsrekening is met meer dan 200% gestegen. Unacceptable.Today we hebben in het midden #Granada wetsvoorstel @<USER> en om de rekening voor MKB-gezinnen te verlagen	Yes	49	#Granada	['@populares', '@pablocasado_', '@GPPopular']	41-50	1	0.0	0
19345	Welnu, het feit dat we in staat zijn om een soortgelijke situatie op het hele grondgebied te creëren, hoewel het algemeen bekend is dat de autonome gemeenschappen een deel van de progressiviteit van die secties of criteria kunnen opnemen die worden toegevoegd aan wat al door het Congres is goedgekeurd en ik hoop dat het in de komende dagen zal worden goedgekeurd.	No	53		[]	51-60	0	0.0	4
10655	En dit is een zeer slechte boodschap aan Europa, aangezien het op dit moment niet oproept tot de verdediging van de rechtsstaat en hervormingen voor de komst van Europese fondsen.	No	28		[]	21-30	0	0.0	4
16180	Het meest geschaad door het feit dat tv verborgen is, zijn natuurlijk de symbolen van de waarheid.	No	14		[]	11-20	0	0.0	3
3840	"Je kunt niet gaan slapen zonder de weervrouw, vice-president Carmen Calvo, de sleutel tot wereldwijde expansie te zien bedenken: virus, ""een demonisch probleem"" in haar deskundige woorden. ""New York, Parijs, Teheran en Peking liggen in een rechte lijn"""	No	46		[]	41-50	0	0.0	3
13923	Ik denk dat toen Vox op het toneel verscheen, we ze geen bekendheid gaven, velen van hen deden dat, juist omdat ze het publiek spektakel geven, ze hebben het veel voeding gegeven.	No	33		[]	31-40	0	0.0	4
7478	82 dagen sinds het begin van de #IFNavalacruz in #vila 74 @<USER> kondigde de verklaring aan als een gebied dat ernstig is getroffen door een noodsituatie op het gebied van civiele bescherming. zonder hulp te ontvangen	No	31	#IFNavalacruz #Ávila	['@sanchezcastejon']	31-40	2	0.0	0
5503	We zijn een grote dialoog begonnen in de autonome regio's om de toekomst aan te pakken die we willen. Samen. Gemeenschappen, gemeenteraden, stichtingen, universiteiten, bedrijven, het maatschappelijk middenveld. Een constructieve pluralistische dialoog die openstaat voor het publiek. #HablemosDelFuturo	No	37	#HablemosDelFuturo	[]	31-40	1	0.0	1
13532	Nog één ding, u verwees eerder naar de internationale arena?	No	10		[]	0-10	0	0.0	4
18295	Ik vind het vooral leuk dat er in de verschillende televisieprogramma's en in de media over beroepsopleiding wordt gesproken.	No	24		[]	21-30	0	0.0	1
5243	Het waarborgen van eerlijke en billijke toegang tot #VacunaCOVID19 is een prioriteit. Spanje heeft via COVAX bijna 4 miljoen euro aan vaccins toegewezen. Omdat wereldwijde uitdagingen antwoorden nodig hebben, zal niemand veilig zijn totdat we allemaal veilig zijn.	Yes	47	#VacunaCOVID19	[]	41-50	1	0.0	0
6963	"Je kunt het luider zeggen, maar niet duidelijk. .@<USER> zegt ""genoeg is genoeg"" tegen leiders omdat falen tegen klimaatverandering een ""doodvonnis"" is"	No	28		[]	21-30	0	0.0	1
15777	Moeten we gelijkheid niet als een probleem gebruiken?	No	9		[]	0-10	0	0.0	1
11153	Nou, ik denk nergens aan en dat is wat ik doe.	No	13		[]	11-20	0	0.0	4
3335	Heel veel	No	3		[]	0-10	0	0.0	4
14909	We nemen nu afscheid en danken degenen die op deze persconferentie zijn verschenen.	No	16		[]	11-20	0	0.0	0
17871	Dat is de reden waarom ik, zoals ik al zei, met die dank ben begonnen, en natuurlijk stel ik mezelf voor deze vraag aan elke andere overweging, uw overweging.	No	25		[]	21-30	0	0.0	4
13773	Het is hetzelfde probleem voor ons.	No	6		[]	0-10	0	0.0	4
8547	Wetenschap en onderzoek: essentiële ingrediënten voor de ontwikkeling en toekomst van #España. De regering kent 522 miljoen subsidies toe aan de jonge onderzoekers om ons publieke wetenschappelijke systeem te versterken. #EspañaAvanza	Yes	32	#España. #EspañaAvanza	[]	31-40	2	0.0	0
9375	Het ontwerp van algemene staatsbegroting van de regering-Sánchez laat #Granada in de steek. Geen items voor Regels, de mediterrane corridor of de golfbrekers aan de kust.	No	30	#Granada.	[]	21-30	1	0.0	3
10033	En dit gebeurt niet alleen in Spanje.	No	7		[]	0-10	0	0.0	4
3036	Jeugd#paro blijft een van de hangende taken voor de Spaanse economie. Het treft 489.000 jongeren, 32,1% van de beroepsbevolking onder de 25 jaar (@<USER> ) #España heeft meer werklozen dan 13 EU-landen samen. Alleen Griekenland verslaat ons.	Yes	49	#paro #España	[]	41-50	2	0.0	0
10026	en niet bang om de waarheid te vertellen.	No	7		[]	0-10	0	0.0	4
1124	". @<USER> : ""We willen dat jongeren kunnen beslissen over onderwijs-, sociale, arbeidswetten en een van de manieren om dit te bereiken is ook om hun stemrecht uit te oefenen"""	No	33		['@MartaRosiq:']	31-40	0	0.0	1
1940	"Borrs (JxCat) had documentatie kunnen verduisteren, verduisteren en vervalsen, en bovendien zegt hij dat ""we het hebben gebakken"" met onze resoluties, verzoeken om te verschijnen! @<USER> ""Dank u mevrouw. voor het erkennen hoe noodzakelijk is Ciudadanos"" #procScorrupción"	No	39	#procÉScorrupción	['@Lroldansu']	31-40	1	0.0	4
4737	Gisteren stortte een hele helling van een stortplaats in op de AP-8 (het belangrijkste communicatieknooppunt tussen Bizkaia en Gipuzkoa), waarbij twee arbeiders werden begraven. Alsof dat nog niet genoeg is, hebben ze vandaag het reddingswerk moeten opschorten vanwege het verschijnen van asbest. Iets te zeggen @<USER> ?	Yes	48		['@eajpnv?']	41-50	0	0.0	0
2028	Om 14.30 uur komt onze collega en advocaat van de #QuerellaBárcenas@<USER> in het nieuws van de vrijspraak van de verdachte door 'Bárcenas computers'. Luisteren	No	34	#QuerellaBárcenas	['@JuanMorenoRe', '@La_SER,']	31-40	1	0.0	0
2696	Epidemiologische situatie van het coronavirus in de provincie #Burgos vanaf vandaag, zondag 03 of 052020. #Covid_19	No	17	#Burgos #Covid_19	[]	11-20	2	0.0	0
77	"@ HOAX<USER> . ""@<USER> het is uitgevonden dat het afschaffen van universele gezondheidszorg voor immigranten duizend of twee miljoen zou besparen..."" NIET WAAR: Je vroeg het. Bovendien schatte zij, rekening houdend met een verslag van de Rekenkamer, in 2012 ongeveer 1.000 miljoen."	Yes	45		['@eldiarioes.']	41-50	0	0.0	0
16966	Ik ga het hem maandag vragen.	No	5		[]	0-10	0	0.0	4
4029	De PNV is direct verantwoordelijk voor de voortdurende laster tegen vox door fascisten, racisten, xenofoben, homofoben, die hen aanmoedigt om gewelddadig tegen ons te reageren. Waar ligt de grens? #AbascalMeRepresenta	No	34	#AbascalMeRepresenta	[]	31-40	1	0.0	1
10584	Maar het kan en moet dit doen terwijl het rechtssysteem zijn onderzoek voortzet.	No	12		[]	11-20	0	0.0	3
4583	"@<USER> ""Met de benoeming van Delgado tot procureur-generaal van de staat heeft Sánchez een bericht gestuurd dat hij doet wat hij wil."""	No	27		['@Santi_ABASCAL']	21-30	0	0.0	1
9196	Vodafone wil zijn miljonairswinsten boven werknemers stellen of aas met een ERE die 500 gezinnen treft. Er zal geen sprake zijn van economische of sociale wederopbouw als degenen die in aanmerking willen komen voor Europese fondsen geen gezamenlijke verantwoordelijkheid op zich nemen. Al mijn steun aan het personeel.	No	43		[]	41-50	0	0.0	3
8500	Na de reis van Sánchez naar Turkije herhalen we vanuit PP onze verdediging van de territoriale integriteit van Griekenland en Cyprus als leden van de Europese Unie, respect voor de mensenrechten, gemeenschapsbeleid, veiligheid en immigratie voor onze buitenlandse betrekkingen	No	46		[]	41-50	0	0.0	1
18124	Broeders en zusters, we hebben een gelegenheid op 4 mei.	No	10		[]	0-10	0	0.0	1
