	tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
26	1243116576397840384	<s>Morgen worden de maatregelen voor het Onderwijs aangekondigd #Coronadebat #LenenIsNietEenOplossing</s><s>#NietMijnSchuld</s>	Yes	114	Coronadebat LenenIsNietEenOplossing NietMijnSchuld		100+	1	3	0.0	2
27	1238151439165374467	<s>#coronavirus #CoronaVirusUpdates</s><s>Itali</s><s>UPDATE 11.03</s><s>10590 positief, 827</s><s>overleden, 1045 genezen</s><s>=12.462 5838 in ziekenhuis + 1028</s><s>op IC, 3724</s><s>thuisisolement =10590</s><s>12.03</s><s>12839 positief, 1016 ovl, 1258 genezen</s><s>=15113</s><s>6650 in ziekenhuis + 1153 op IC, 5036 thuisisolement =</s><s>12839</s>	Yes	275	coronavirus CoronaVirusUpdates		100+	1	2	0.0	3
28	1244601005725155329	<s>Twee (57 & 84jr) dierbaren verloren aan dat verschrikkelijke #Covid_19 virus.</s><s>Vandaag de eerste van 2 pakket bloemen ontvangen, om erbij te leggen.</s>	No	147	Covid_19		100+	0	1	0.0	4
29	1252649877445713921	<s>#persconferentie dumbass Dissel beroept zich dus op het gebrek aan verschijnselen bij kinderen , omdat ze zoveel minder last hebben kunnen scholen open en al de volwassenen die daarmee gemoeid zijn...</s>	Yes	200	persconferentie		100+	1	1	0.0	4
30	1245270648055791616	<s>Technische briefing live</s><s>van het #RIVM op #npo1</s>	No	47	RIVM npo1		41-50	0	2	0.0	4
31	1244925961403064320	<s>#Itali eist steun voor #coronacrisis en hekelt in krant Nederlandse houding via @<USER></s><s>AHA</s><s>nu gaan we communiceren op het hoogste #EUROPSE NIVEAU VIA DE #KRANT ITAKKERS DRAMAQUEENS !</s>	Yes	183	Italië coronacrisis EUROPSE KRANT	NUnl	100+	1	4	0.0	1
32	1254691090931867648	<s>Alweer mijn 7e week thuis de tijd vliegt voorbij #thuiswerken #coronavirusNederland #BlijfThuis #blijfgezond</s>	No	108	thuiswerken coronavirusNederland BlijfThuis blijfgezond		100+	0	4	0.0	2
33	1241674081205989377	<s>De overheid gaf zojuist een NL Alert uit vanwege de #Covid19</s><s>crisis.</s>	No	68	Covid19		61-70	0	1	0.0	3
34	1239088804973219841	<s>#hamsteren gaat levens redden, meer kopen betekent minder bezoek aan winkel, betekent minder kans op besmetting</s>	Yes	111	hamsteren		100+	1	1	0.0	2
35	1233044196136771584	<s>#COVID20!9 #CoronaVirusUpdates - Geen enkel vliegtuig dat migranten vervoert</s><s>,</s><s>mag de komende vier weken in Italie landen</s><s>Coronavirus, bloccati i trasferimenti</s><s>dei profughi dublinanti da e per l'Italia via @<USER></s>	No	212	COVID20 CoronaVirusUpdates	repubblica	100+	0	2	0.0	3
36	1242348788636925952	<s>@<USER></s><s>Het gaat slecht in alle landen en streken waar rechtse liberale politicy het voor het zeggen hebben #Corona #SARSCoV2 #Covid_19</s>	Yes	135	Corona SARSCoV2 Covid_19	Bijan63	100+	1	3	0.0	4
37	1252162597694177280	<s>blijfthuis is nr.7 trending hashtag in NL in afgelopen 4 uur.</s><s>#blijfthuis</s>	No	73	blijfthuis		71-80	0	1	0.0	2
38	1240798052182523907	<s>@<USER></s><s>Er wordt ook gekeken naar de virusremmer #remdesivir als behandeling bij #Covid_19</s>	Yes	90	remdesivir Covid_19	KDepoorterMP	81-90	1	2	0.0	4
39	1244618178010980352	<s>#RIVM cijfers 30 maart (sinds 1990 #DoctorsDay in de #USA) zijn automatisch verwerkt.</s><s>Voor extra inzicht kunnen grafiekenkaarten worden toegevoegd door op de iconen te klikken.</s><s>Hier een kaart met het aantal nieuwe pati nten.</s><s>#coronavirus #COVID19</s>	No	246	RIVM DoctorsDay USA coronavirus COVID19		100+	0	5	0.0	3
40	1247859143161061377	<s>EU is #COVID19 campagne voor Afrika begonnen, goed zo!</s>	No	54	COVID19		51-60	0	1	0.0	3
41	1240009951776407553	<s>@<USER></s><s>Individuele #sport in buitenlucht is toegelaten, zelfs aangeraden.</s><s>Daar word ik nu vrolijk van, zie #COVID19BE</s>	No	118	sport COVID19BE	Markec	100+	0	2	0.0	0
42	1243932961264865281	<s>#COVID19 - 93 nieuwe Coronadoden, totaal tot nu toe</s><s>639.</s><s>Dit cijfer zegt NIETS.</s><s>In werkelijkheid misschien wel tweemaal zo hoog doordat niet getest wordt bij ouderen die kampen met verschijnselen van Corona en vervolgens niet getest overlijden.</s>	Yes	244	COVID19		100+	1	1	0.0	3
43	1253546720526512130	<s>covid19 is nr.7 trending hashtag in NL in afgelopen 2 uur.</s><s>#covid19</s>	No	67	covid19		61-70	0	1	0.0	3
44	1240604862368419842	<s>@<USER></s><s>#RIVM data en WHO data wijken behoorlijk af Andere maatregelen!</s><s>#Rutte kijkt naar #RIVM en stuurt daar op Terecht dat TK zegt dat hij dat fout doet!</s><s>Bizar dat hij dat niet goed doet!</s>	Yes	190	RIVM Rutte RIVM	smeelen2 RTLZ	100+	1	3	0.0	4
45	1240756062992715776	<s>Allemaal heel goed.</s><s>Maar dit gaat over gemaakte (grote) fouten.</s><s>Laat NL (Europa) beginnen met grootschalig #testen en ontdekte gevallen apart zetten.</s><s>Zo hebben Singapore, Taiwan, HK het virus ingedamd.</s><s>Nederland is toch zo goed met indammen?</s>	Yes	241	testen		100+	1	1	0.0	1
46	1231589834466177025	<s>Italianen zetten zich schrap voor noodmaatregelen om virus #coronavirus #Hubei #Itali #Wuhan</s>	No	92	coronavirus Hubei Italië Wuhan		91-100	0	4	0.0	1
47	1245744908893392898	<s>Het Europees Parlement sluit de rangen met andere EU-partners om enkel betrouwbare informatie over #Covid19 te verspreiden.</s><s>Zorg ervoor dat je je bronnen goed nakijkt want nepnieuws en mythen verspreiden razendsnel!</s><s>Meer lezen:</s>	No	227	Covid19		100+	0	1	0.0	3
48	1254684334386184194	<s>Door #COVID19 is er een terugval van activiteit binnen veel ondernemingen.</s><s>Kan een werkgever werknemers verplichten om nu vakantie te nemen, om deze terugval op te vangen?</s><s>En hoe zit het met extralegale vakantiedagen?</s><s>@<USER> geeft een antwoord.</s>	No	245	COVID19	PartenaPro	100+	0	1	0.0	3
49	1247560632263749634	<s>Aub sluit speeltuinen en speelplekken, met name speeltoestellen van metaal zijn een grote bron van besmetting!</s><s>#persconferentie</s>	Yes	127	persconferentie		100+	1	1	0.0	4
50	1247577624643338245	<s>NIEUWS Kabinet en coronagezant willen app die wijst op contact met besmette landgenoot #coronavirusNederland #coronavirus #CoronaVirusUpdate met @<USER></s>	No	152	coronavirusNederland coronavirus CoronaVirusUpdate	ChrisMersbergen	100+	0	3	0.0	1
51	1248648423114526722	<s>Je kan in Amsterdam beter een vliegtuig hebben dan een auto.</s><s>#gratisparkeren #COVID19NL</s>	No	87	gratisparkeren COVID19NL		81-90	0	2	0.0	0
52	1246917801157308416	<s>#COVID19</s><s>Bill Gates: we bouwen fabrieken voor 7 vaccins via @<USER></s><s>dat is tot een raar idee als je dit zie</s><s>ted talk kijk op 04:29</s>	No	130	COVID19	telegraaf	100+	0	1	0.0	3
53	1246743490656075777	<s>Weer twee coronapatienten overleden en veertien nieuwe besmettingen in Friesland #blijfthuis #Coronavirusnl</s><s>#Fryslan</s>	No	116	blijfthuis Coronavirusnl Fryslan		100+	0	3	0.0	2
54	1245045956766294019	<s>Laatste update: inzet #defensie in strijd tegen #COVID-19</s><s>#coronavirus tot en met 310320.</s>	No	89	defensie COVID coronavirus		81-90	0	3	0.0	2
55	1239223319435624450	<s>Alsnog dan deze beslissing.</s><s>Kon niet uitblijven, na massale - terechte - druk vanuit de samenleving.</s><s>#COVID19NL</s><s>#corona Kabinet</s><s>:</s><s>Scholen gaan alsnog dicht, ook horeca en sportclubs op slot</s>	No	188	COVID19NL corona		100+	0	2	0.0	0
56	1251047357069897730	<s>MINDFUCK</s><s>Handen wassen zorgt voor schijnveiligheid!</s><s>#rivm #corona</s><s>#vandissel</s><s>#mondkapjes #coronakapjemeteenmondkapje</s>	Yes	116	rivm corona vandissel mondkapjes coronakapjemeteenmondkapje		100+	1	5	0.0	3
57	1239639579419951104	<s>#RIVM zegt net dat kinderen wel met elkaar mogen spelen zolang ze maar geen symptomen hebben.</s><s>Ik zeg: scholen open, #beveiligers met #thermometers in de aanslag.</s><s>Niet ziek gewoon naar school!</s><s>@<USER></s>	No	199	RIVM beveiligers thermometers	MinPres	100+	0	3	0.0	4
58	1237086198738440196	<s>#Live Kabinet: stop met handen schudden, in Brabant waar mogelijk thuiswerken #vrouwen</s><s>#coronavirus #Covid19</s>	No	108	Liveblog vrouwen coronavirus Covid19		100+	0	4	0.034090909090909	0
59	1240271817220280322	<s>@<USER></s><s>Het blijft tot 3 uur in de lucht hangen DAAROM DE OPROEP WANNEER</s><s>JE KLACHTEN</s><s>HEBT #BLIJFTHUIS</s><s>JE BENT NIET GETEST DUS WEET</s><s>JE NIKS #BESMETGEENANDEREN</s><s>DANK U. !</s><s>WEES NIET DOM HET VIRUS RENT OMZIG HEEN.</s><s>WIJ KUNNEN ER WAT AAN</s><s>#VERRANDEREN</s>	Yes	243	BLIJFTHUIS BESMETGEENANDEREN VERRANDEREN	Sashaexposed	100+	1	3	0.0	2
60	1255900817602854912	<s>@<USER></s><s>Er zijn echter ook gevallen bekend waar 37.5 C op #covid19 kon wijzen</s>	Yes	77	covid19	neuromanter JJBaniston	71-80	1	1	0.0	3
61	1248229323770925056	<s>De nasleep van #COVID19NL gaat waarschijnlijk net zo heftig worden met schokkende feiten die het daglicht niet kunnen verdragen.</s><s>Ik vraag me af in hoeverre de oppositie zulke info kan of mag gebruiken?</s><s>Er zullen veel middelen worden gebruikt om een cover-up te laten slagen.</s>	Yes	274	COVID19NL		100+	1	1	0.0	0
62	1224761948065103874	<s>@<USER> Wat ik al dacht.</s><s>De #RIVM blijft nu stil.</s><s>Lies, damned lies, and statistics</s>	Yes	83	RIVM	theodorus_VII rivm	81-90	1	1	0.0	4
63	1252855896071262208	"<s>De steden en gemeenten moeten</s><s>de #COVID19BE</s><s>maatregelen op het terrein invoeren, maar worden pas als laatste ge nformeerd.</s><s>Daarom vragen steden en gemeenten inspraak bij #exitstrategie.</s><s>Zegt @<USER> vandaag in @<USER> en @<USER> #lokaalDNA	Yes	240	COVID19BE</s><s>exitstrategie lokaalDNA	wimdries vvsg</s><s>Nieuwsblad_be hbvl	100+	1	3	0.0	0
1254298069685936128	</s><s>#Trump gaat #coronabriefings inkorten:</s><s>Mijn tijd niet waard""via @<USER></s><s>#COVID19</s><s>#coronavirus</s>"	No	94	Trump coronabriefings COVID19 coronavirus	Telegraaf	91-100	0	4	0.0	3
64	1255402284361670656	<s>Er komen wat opklaringen aan maar het is maar weer van tijdelijke aard!</s><s>#enjoy #BlijfThuis</s>	No	90	enjoy BlijfThuis		81-90	0	2	0.2	2
65	1251036335063908354	<s>#Itali kiest voor Milanees bedrijf Bending Spoons als ontwikkelaar corona-app.</s><s>Zal met bluetooth werken.</s><s>Eerst experimenten in aantal regio's, dan in heel het land</s>	No	163	Italië		100+	0	1	0.0	1
66	1247886442145001473	<s>In Wuhan vallen mensen (dood?) neer op straat...</s><s>#CoronaLockdown #coronavirusNederland</s><s>#COVID19NL</s>	Yes	97	CoronaLockdown coronavirusNederland COVID19NL		91-100	1	3	0.0	0
67	1234887204142567425	<s>#COVID19</s><s>En nog belangrijker.</s><s>Dit virus is geen gewone griep, het kan ernstige longontsteking veroorzaken.</s><s>Onderschat het niet, want de dodelijkheid ervan is niet 0.#coronavirus</s><s>Mensen die een mondkapje dragen willen gewoon zichzelf beschermen.</s>	Yes	244	COVID19 coronavirus		100+	1	2	0.0	3
68	1244236983179804672	<s>Rabobank pleit voor aanpassing coronasteunregeling #Coronavirus #Corona #COVID2019NL #COVID19</s>	No	93	Coronavirus Corona COVID2019NL COVID19		91-100	0	4	0.0	3
69	1244594970222301187	<s>De #Lifeliner5 bracht vanmiddag een IC-pati nt met #Covid19 vanuit #Venlo over naar het Martini ziekenhuis in #Groningen.</s><s>@<USER></s>	No	129	Lifeliner5 Covid19 Venlo Groningen	LuchtvaartN_NL	100+	0	4	0.0	3
70	1252492176954658816	<s>Verstandige beslissing.</s><s>#coronamaatregelen</s><s>We weten nog onvoldoende #Corona</s><s>We #testen nog onvoldoende.</s><s>#op1 #eenvandaag</s><s>Rutte</s><s>gaat mensen teleurstellen:</s><s>versoepeling zit er voorlopig niet in via @<USER></s>	Yes	203	coronamaatregelen Corona testen op1 eenvandaag	trouw	100+	1	5	0.0	4
71	1244614915761098753	"<s>Met zoveel is het aantal auto""s in Belgi reeds afgenomen #Covid_19</s><s>#samentegencorona</s>"	No	84	Covid_19 samentegencorona		81-90	0	2	0.0	0
72	1238766363369451520	<s>De thuisbezorg bedrijven kunnen door #COVID19NL het werk niet meer aan en smeken het kabinet om een belastingverhoging.</s>	No	119	COVID19NL		100+	0	1	0.0	0
73	1234143579506958336	<s>5 mei 2020.</s><s>Het @<USER> gaat per helikopter op coronatoernee.</s><s>In elke provinciehoofdstad houden ze een persconferentie.</s><s>#RIVM</s>	No	125	RIVM	rivm	100+	0	1	0.0	4
74	1247796435229085697	<s>Autoriteit Persoonsgegevens:</s><s>'Zonder waarborg privacy geen mobiele corona-apps' #COVID19</s>	No	88	COVID19		81-90	0	1	0.0	3
75	1244907838125879296	<s>Een gruwelijke draad over #COVID19 en het nieuwe #coronavirus van @<USER> Het begon in China, ongepland.</s><s>De Chinese overheden brachten het virus met opzet naar andere landen door te doen alsof het niet zo gevaarlijk was, door reizen mogelijk te houden.</s><s>via @<USER></s>	Yes	264	COVID19 coronavirus	Doc_0 Benavra	100+	1	2	0.0	3
76	1239969806868082688	"<s>Vanavond onverwachts de nachtdienst in voor 2 nachten.</s><s>Met z""n allen komen we er.</s><s>#zorg #COVID19</s><s>#coronavirus #CoronaCrisis</s>"	No	123	zorg COVID19 coronavirus CoronaCrisis		100+	0	4	0.0	3
77	1255835146038771712	<s>#RIVM</s><s>De actuele informatie over het nieuwe coronavirus.(COVID-19)</s><s>| Dalende lijn ziekenhuisopnames en sterfgevallen houdt aan!</s>	No	127	RIVM		100+	0	1	0.0	4
78	1241671512584867841	<s>#Covid19</s><s>in #Belgi , UPDATE: vandaag +586</s><s>(totaal=3401), geregistreerde cijfers,wellicht veel wordt onvoldoende getest!</s><s>Opvallend: - beademd op ICU, wordt niet vermeld?</s><s>STRANGE!</s><s>Snelheid van uitbreiding neemt wel nog altijd toe!</s>	Yes	228	Covid19 België		100+	1	2	0.0	3
79	1239991631488716801	<s>#Belgi gaat naar een semi-#lockdown.</s><s>#corona #coronavirus #COVID19BE</s>	No	68	België lockdown corona coronavirus COVID19BE		61-70	0	5	0.0	0
80	1252208336923230211	<s>RIVM: 75 ziekenhuisopnames, 67 sterfgevallen via @<USER></s><s>#corona #covid</s><s>#rivm #longfonds</s><s>#world #thenetherlands</s>	No	111	corona covid rivm longfonds world thenetherlands	NOS	100+	0	6	0.0	4
81	1231530194357424128	<s>#COVID19 - Italie</s><s>113 gevallen, de berichtgeving is gewoon slecht -</s>	Yes	67	COVID19		61-70	1	1	0.0	3
82	1241695638850613248	<s>In Friesland</s><s>vandaag 2 nieuwe besmettingen, gisteren nog 6.</s><s>Hier is de daling al ingezet #covid19Nederland</s>	No	106	covid19Nederland		100+	0	1	0.0	2
83	1253695198602817538	<s>Minder dan 1000 coronapati nten nog op intensive care:</s><s>#Coronavirus</s><s>#Covid-19</s><s>#IC</s>	No	81	Coronavirus Covid IC		81-90	0	3	0.0	2
84	1250702133017665539	<s>Briefing #RIVM @<USER> m.n. terecht kritisch vanwege het relatief grote aantal besmettingen -en het tekort aan beschermingsmaatregelen- aangaande het personeel binnen verzorgings- en verpleeghuizen</s>	No	197	RIVM	FleurAgemaPVV	100+	0	1	0.0	4
85	1242804725197791232	<s>Het #RIVM is laat met de dagkoersen.</s><s>Gisteren was het om 14:04 al gepubliceerd.</s><s>Website ligt plat.</s><s>#CoronavirusOutbreak</s><s>#coronavirusNederland</s><s>#CoronaVirusUpdates</s><s>#COVID2019NL</s>	No	174	RIVM CoronavirusOutbreak coronavirusNederland CoronaVirusUpdates COVID2019NL		100+	0	5	0.0	1
86	1240326372469415937	<s>Olieprijs keldert naar laagste peil in 18 jaar #coronavirusNederland #coronadebat</s>	No	81	coronavirusNederland coronadebat		81-90	0	2	0.0	1
87	1237765751785820160	<s>De schappen liggen hier bommetje vol!</s><s>geen paniek #hamsterennietnodighier.</s>	No	74	hamsterennietnodighier		71-80	0	1	0.0	0
88	1252645988151459841	<s>Evenementen gaan tot 1 september NIET door.</s><s>#persconferentie</s>	No	60	persconferentie		51-60	0	1	0.0	4
89	1255414034607878147	<s>1,7 miljoen Nederlanders minder aan het sporten #Coronavirus #Corona #COVID2019NL #COVID19</s>	No	90	Coronavirus Corona COVID2019NL COVID19		81-90	0	4	0.0	3
90	1243780706901385221	<s>Uit dit artikel blijkt maar n ding:</s><s>#COVID19NL is lang *niet* zo ernstig als het normale griepseizoen van 2018, maar volgens enkele hysterische artsen zou het dat *misschien* nog kunnen worden.</s><s>Slecht aannames en meningen.</s><s>Die hele lock-down, social distancing was ONZIN.</s>	Yes	271	COVID19NL		100+	1	1	0.0	0
91	1235463912361013248	<s>Nu de scholen in #Itali dicht zijn, zullen ouders #covid19 zeker nooit meer vergeten.</s><s>#ophoopvanzegen</s>	No	101	Italië covid19 ophoopvanzegen		100+	0	3	0.0	3
92	1247949889696411651	<s>@<USER></s><s>Ik zou het ook willen maar #COVID19 laat nergens normale verkiezingen toe.</s><s>Macron wilde absoluut gemeenteraadsverkiezingen op 15 maart en dat zagen we daarna terug in het aantal besmettingen met doden tot gevolg.</s><s>Maandag 1.417 doden erbij.</s><s>#terzaketv</s>	Yes	258	COVID19 terzaketv	fickleDanny wbeke	100+	1	2	0.0	3
93	1238230086496784384	<s>De wedstrijd van zondag tegen Moeskroen in het Bosuilstadion wordt uitgesteld naar een latere datum.</s><s>#antmoe</s><s>#jpl #rafc</s><s>#COVID19</s>	No	128	antmoe jpl rafc COVID19		100+	0	4	0.0	3
94	1249630521715503106	<s>Viroloog Steven Van Gucht:</s><s>Risico op nieuwe piek bestaat</s><s>Lees, lockdown wordt verlengd!</s><s>#covid19</s>	Yes	96	covid19		91-100	1	1	0.0	3
95	1244899260354760706	"<s>Minister Koolmees:</s><s>""Tegemoetkoming voor bedrijven kan vanaf 6 april aangevraagd bij UWV.""#samentegencorona</s>"	No	106	samentegencorona		100+	0	1	0.0	0
96	1252173100621365249	<s>DNBulletin:</s><s>Verschuiving van contant betalen naar pinnen zet door #corona #covid</s><s>#rivm #longfonds</s><s>#world #thenetherlands</s>	No	120	corona covid rivm longfonds world thenetherlands		100+	0	6	0.0	4
97	1250804947479904256	<s>Schiet lekker op.</s><s>Volgens het #RIVM is 60 % nodig 'Circa 3 procent Nederlanders heeft antistoffen'</s>	No	98	RIVM		91-100	0	1	0.0	4
98	1244688527524274177	<s>#mkb</s><s>#eenmanszaak #coronavirusNederland</s><s>de eenmanszaken uit andere sectoren dan horeca , good etc worden door dit #kabinet met #vvd #cda #d66 ronduit vergeten.</s><s>Niets</s><s>geen #noodloket voor hun.</s><s>Ook #nonfood zelfstandige hebben in deze #crisis hulp hard nodig</s>	Yes	256	mkb eenmanszaak coronavirusNederland kabinet vvd cda d66 noodloket nonfood crisis		100+	1	10	0.0	0
99	1245236134705270787	<s>Foute webshops met producten tegen corona offline #Coronavirus #Corona #COVID2019NL #COVID19</s>	No	92	Coronavirus Corona COVID2019NL COVID19		91-100	0	4	0.0	3
100	1254733101416067072	<s>Koningsdag vier ik thuis dit jaar.</s><s>#fun</s><s>#koningsdag</s><s>#anderhalvemeter #blijfthuis</s><s>#stayhome #27april</s><s>#koningsdag2020</s><s>#koning #koningwillemalexander @ Gorinchem</s>	No	158	fun koningsdag anderhalvemeter blijfthuis stayhome 27april koningsdag2020 koning koningwillemalexander		100+	0	9	0.0333333333333333	1
101	1247857382857809920	<s>Je kunt kort en lang praten over het aantal slachtoffersCorona in NL. Of naar de prietpraat van het #RIVM waar geen touw aan vast te knopen is.</s><s>Kijk gewoon naar het CBS.</s><s>Mortaliteit plus 0,3%.</s>	Yes	192	RIVM		100+	1	1	0.0	4
102	1255519821908893697	<s>Met een #mondkapje verklein ik de kans onwetend #Covid19NL te verspreiden.</s><s>Hoe beter het mondkapje, hoe meer effect.</s><s>Ik voor jullie, jullie voor ons allemaal.</s><s>Nieuwe etiquette op plekken waar #anderhalvemeter niet kan.</s>	Yes	218	mondkapje Covid19NL anderhalvemeter		100+	1	3	0.0	0
103	1239226624241020931	<s>Alle scholen, sportclubs en horeca dicht vanwege corona tm 6 april.</s><s>#Coronavirusnl</s><s>#persconferentie</s><s>Kinderen van ouders in vitale beroepen (zorg, politie, brandweer) kunnen nog wel naar school Zal horecaverbod ook sluiten voor bezorgen?</s>	No	236	Coronavirusnl persconferentie		100+	0	2	0.0	4
